"Seq","Name","Amount*","Remarks","Collection","Assign. No.","Date","Terms","Approval","Description","TS Status","Account No.","Cust PO","Status","Reference","Disc%","Freight*","Balance*","Due Date","Discount*","Type","Other*","Division","Aging","Past Due Status","Due Days","Charge Back No.","Salesperson","Sales Period","Date Paid","Batch","Cust Ck No.","Cust Ck Date","Cust Ck Amount","Factor","Assign. Date","Reason","Ship-To","Cust ChgBack No.","Trail","Manifest","Rank","Shipped on","Ship Via","Pieces*","Cartons*","Pro Number","TS Amount*","TS Freight*","TS Variance*","EDI Batch No.","Tracking No","TS Comments","State","Store","DC No.", 
"876","BELK STORES","1,980.00","","No collection Info","000161","02/10/2014","NET 30","Line Appro","","Shipped","BK0001","BABYTOGS-3007248","Open","101732","  .00%",".00","1,980.00","03/12/2014",".00","Invoice",".00","PB","","Current"," 30","","DS","02/14","","","","","","W","02/11/2014","","000029","","101732","G378","","02/10/14"," VENDOR PORTAL","   240","    24","181666A","1,980.00","    .00",".00","","","","NC","","",
"877","ZULILY","3,957.00","","No collection Info","","02/10/2014","NET 30","936670","","Open","ZU0001","73397-P0000K7BN4-6-1","Open","101733","  .00%",".00","3,957.00","03/12/2014",".00","Invoice",".00","PB","","Current"," 30","","EE","02/14","","","","","","W","","","001412","","101733","","","  /  /","CALL TO ROUTE","   636","    53","","3,957.00","    .00",".00","","","","CO","","",
"878","ZULILY","1,760.00","","No collection Info","","02/10/2014","NET 30","961686","","Open","ZU0001","69978-P0000KA6HC-6-1","Open","101734","  .00%",".00","1,760.00","03/12/2014",".00","Invoice",".00","PB","","Current"," 30","","EE","02/14","","","","","","W","","","001416","","101734","","","  /  /","CALL TO ROUTE","   220","    22","","1,760.00","    .00",".00","","","","NV","","",
"879","ZULILY","775.50","","No collection Info","000162","02/11/2014","NET 30","889881","","Shipped","ZU0001","70928-P0000JAMQG62SH","Open","101735","  .00%",".00","775.50","03/13/2014",".00","Invoice",".00","PB","","Current"," 30","","EE","02/14","","","","","","W","02/12/2014","","001416","","101735","G380","","02/11/14","CALL TO ROUTE","   132","    13","181885","775.50","    .00",".00","","","","NV","","",
"880","ZULILY","8,724.00","","No collection Info","000162","02/11/2014","NET 30","961684","","Shipped","ZU0001","73703-P0000K9768-6-1","Open","101736","  .00%",".00","8,724.00","03/13/2014",".00","Invoice",".00","PB","","Current"," 30","","EE","02/14","","","","","","W","02/12/2014","","001416","","101736","G380","","02/11/14","CALL TO ROUTE","  1332","   122","181884","8,724.00","    .00",".00","","","","CO","","",
"881","ZULILY","1,773.00","","No collection Info","000162","02/11/2014","NET 30","961685","","Shipped","ZU0001","73987-P0000K97V8-6-1","Open","101737","  .00%",".00","1,773.00","03/13/2014",".00","Invoice",".00","PB","","Current"," 30","","EE","02/14","","","","","","W","02/12/2014","","001416","","101737","G380","","02/11/14","CALL TO ROUTE","   264","    22","181883","1,773.00","    .00",".00","","","","NV","","",
"882","VF OUTLET, INC.","156.00","","No collection Info","000172","02/10/2014","NET 45","507268","","Shipped","VF0001","IBRMP0010309","Open","101738","  .00%",".00","156.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002826","","101738","G385","","02/19/14","CALL TO ROUTE","    48","     8","NONE","156.00","    .00",".00","000045","","","PA","","",
"883","VF OUTLET, INC.","252.00","","No collection Info","000172","02/10/2014","NET 45","548493","","Shipped","VF0001","NWSHS0010369","Open","101739","  .00%",".00","252.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002826","","101739","G385","","02/19/14","CALL TO ROUTE","    42","     7","NONE","252.00","    .00",".00","000045","","","PA","","",
"884","VF OUTLET, INC.","39.00","","No collection Info","000172","02/10/2014","NET 45","507268","","Shipped","VF0001","IBRMP0020309","Open","101740","  .00%",".00","39.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002827","","101740","G385","","02/19/14","CALL TO ROUTE","    12","     2","NONE","39.00","    .00",".00","000045","","","AL","","",
"885","VF OUTLET, INC.","144.00","","No collection Info","000172","02/10/2014","NET 45","548493","","Shipped","VF0001","NWSHS0020369","Open","101741","  .00%",".00","144.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002827","","101741","G385","","02/19/14","CALL TO ROUTE","    24","     4","NONE","144.00","    .00",".00","000045","","","AL","","",
"886","VF OUTLET, INC.","78.00","","No collection Info","000172","02/10/2014","NET 45","507268","","Shipped","VF0001","IBRMP0030309","Open","101742","  .00%",".00","78.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002828","","101742","G385","","02/19/14","CALL TO ROUTE","    24","     4","NONE","78.00","    .00",".00","000045","","","MA","","",
"887","VF OUTLET, INC.","216.00","","No collection Info","000172","02/10/2014","NET 45","548493","","Shipped","VF0001","NWSHS0030369","Open","101743","  .00%",".00","216.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002828","","101743","G385","","02/19/14","CALL TO ROUTE","    36","     6","NONE","216.00","    .00",".00","000045","","","MA","","",
"888","VF OUTLET, INC.","78.00","","No collection Info","000172","02/10/2014","NET 45","507268","","Shipped","VF0001","IBRMP0040309","Open","101744","  .00%",".00","78.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002829","","101744","G385","","02/19/14","CALL TO ROUTE","    24","     4","NONE","78.00","    .00",".00","000045","","","AL","","",
"889","VF OUTLET, INC.","72.00","","No collection Info","000172","02/10/2014","NET 45","548493","","Shipped","VF0001","NWSHS0040369","Open","101745","  .00%",".00","72.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002829","","101745","G385","","02/19/14","CALL TO ROUTE","    12","     2","NONE","72.00","    .00",".00","000045","","","AL","","",
"890","VF OUTLET, INC.","78.00","","No collection Info","000172","02/10/2014","NET 45","507268","","Shipped","VF0001","IBRMP0050309","Open","101746","  .00%",".00","78.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002830","","101746","G385","","02/19/14","CALL TO ROUTE","    24","     4","NONE","78.00","    .00",".00","000045","","","AZ","","",
"891","VF OUTLET, INC.","144.00","","No collection Info","000172","02/10/2014","NET 45","548493","","Shipped","VF0001","NWSHS0050369","Open","101747","  .00%",".00","144.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002830","","101747","G385","","02/19/14","CALL TO ROUTE","    24","     4","NONE","144.00","    .00",".00","000045","","","AZ","","",
"892","VF OUTLET, INC.","78.00","","No collection Info","000172","02/10/2014","NET 45","507268","","Shipped","VF0001","IBRMP0070309","Open","101748","  .00%",".00","78.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002831","","101748","G385","","02/19/14","CALL TO ROUTE","    24","     4","NONE","78.00","    .00",".00","000045","","","TX","","",
"893","VF OUTLET, INC.","144.00","","No collection Info","000172","02/10/2014","NET 45","548493","","Shipped","VF0001","NWSHS0070369","Open","101749","  .00%",".00","144.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002831","","101749","G385","","02/19/14","CALL TO ROUTE","    24","     4","NONE","144.00","    .00",".00","000045","","","TX","","",
"894","VF OUTLET, INC.","39.00","","No collection Info","000172","02/10/2014","NET 45","507268","","Shipped","VF0001","IBRMP0080309","Open","101750","  .00%",".00","39.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002832","","101750","G385","","02/19/14","CALL TO ROUTE","    12","     2","NONE","39.00","    .00",".00","000045","","","FL","","",
"895","VF OUTLET, INC.","72.00","","No collection Info","000172","02/10/2014","NET 45","548493","","Shipped","VF0001","NWSHS0080369","Open","101751","  .00%",".00","72.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002832","","101751","G385","","02/19/14","CALL TO ROUTE","    12","     2","NONE","72.00","    .00",".00","000045","","","FL","","",
"896","VF OUTLET, INC.","39.00","","No collection Info","000172","02/10/2014","NET 45","507268","","Shipped","VF0001","IBRMP0090309","Open","101752","  .00%",".00","39.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002833","","101752","G385","","02/19/14","CALL TO ROUTE","    12","     2","NONE","39.00","    .00",".00","000045","","","UT","","",
"897","VF OUTLET, INC.","72.00","","No collection Info","000172","02/10/2014","NET 45","548493","","Shipped","VF0001","NWSHS0090369","Open","101753","  .00%",".00","72.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002833","","101753","G385","","02/19/14","CALL TO ROUTE","    12","     2","NONE","72.00","    .00",".00","000045","","","UT","","",
"898","VF OUTLET, INC.","39.00","","No collection Info","000172","02/10/2014","NET 45","507268","","Shipped","VF0001","IBRMP0100309","Open","101754","  .00%",".00","39.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002834","","101754","G385","","02/19/14","CALL TO ROUTE","    12","     2","NONE","39.00","    .00",".00","000045","","","MS","","",
"899","VF OUTLET, INC.","144.00","","No collection Info","000172","02/10/2014","NET 45","548493","","Shipped","VF0001","NWSHS0100369","Open","101755","  .00%",".00","144.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002834","","101755","G385","","02/19/14","CALL TO ROUTE","    24","     4","NONE","144.00","    .00",".00","000045","","","MS","","",
"900","VF OUTLET, INC.","39.00","","No collection Info","000171","02/10/2014","NET 45","507268","","Shipped","VF0001","IBRMP0110309","Open","101756","  .00%",".00","39.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002835","","101756","G385","","02/19/14","CALL TO ROUTE","    12","     2","NONE","39.00","    .00",".00","000045","","","TN","","",
"901","VF OUTLET, INC.","72.00","","No collection Info","000171","02/10/2014","NET 45","548493","","Shipped","VF0001","NWSHS0110369","Open","101757","  .00%",".00","72.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002835","","101757","G385","","02/19/14","CALL TO ROUTE","    12","     2","NONE","72.00","    .00",".00","000045","","","TN","","",
"902","VF OUTLET, INC.","78.00","","No collection Info","000171","02/10/2014","NET 45","507268","","Shipped","VF0001","IBRMP0120309","Open","101758","  .00%",".00","78.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002836","","101758","G385","","02/19/14","CALL TO ROUTE","    24","     4","NONE","78.00","    .00",".00","000045","","","TN","","",
"903","VF OUTLET, INC.","144.00","","No collection Info","000171","02/10/2014","NET 45","548493","","Shipped","VF0001","NWSHS0120369","Open","101759","  .00%",".00","144.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002836","","101759","G385","","02/19/14","CALL TO ROUTE","    24","     4","NONE","144.00","    .00",".00","000045","","","TN","","",
"904","VF OUTLET, INC.","78.00","","No collection Info","000171","02/10/2014","NET 45","507268","","Shipped","VF0001","IBRMP0130309","Open","101760","  .00%",".00","78.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002837","","101760","G385","","02/19/14","CALL TO ROUTE","    24","     4","NONE","78.00","    .00",".00","000045","","","LA","","",
"905","VF OUTLET, INC.","144.00","","No collection Info","000171","02/10/2014","NET 45","548493","","Shipped","VF0001","NWSHS0130369","Open","101761","  .00%",".00","144.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002837","","101761","G385","","02/19/14","CALL TO ROUTE","    24","     4","NONE","144.00","    .00",".00","000045","","","LA","","",
"906","VF OUTLET, INC.","39.00","","No collection Info","000171","02/10/2014","NET 45","507268","","Shipped","VF0001","IBRMP0140309","Open","101762","  .00%",".00","39.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002838","","101762","G385","","02/19/14","CALL TO ROUTE","    12","     2","NONE","39.00","    .00",".00","000045","","","TX","","",
"907","VF OUTLET, INC.","72.00","","No collection Info","000171","02/10/2014","NET 45","548493","","Shipped","VF0001","NWSHS0140369","Open","101763","  .00%",".00","72.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002838","","101763","G385","","02/19/14","CALL TO ROUTE","    12","     2","NONE","72.00","    .00",".00","000045","","","TX","","",
"908","VF OUTLET, INC.","78.00","","No collection Info","000171","02/10/2014","NET 45","507268","","Shipped","VF0001","IBRMP0150309","Open","101764","  .00%",".00","78.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002839","","101764","G385","","02/19/14","CALL TO ROUTE","    24","     4","NONE","78.00","    .00",".00","000045","","","TX","","",
"909","VF OUTLET, INC.","144.00","","No collection Info","000171","02/10/2014","NET 45","548493","","Shipped","VF0001","NWSHS0150369","Open","101765","  .00%",".00","144.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002839","","101765","G385","","02/19/14","CALL TO ROUTE","    24","     4","NONE","144.00","    .00",".00","000045","","","TX","","",
"910","VF OUTLET, INC.","78.00","","No collection Info","000171","02/10/2014","NET 45","507268","","Shipped","VF0001","IBRMP0160309","Open","101766","  .00%",".00","78.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002840","","101766","G385","","02/19/14","CALL TO ROUTE","    24","     4","NONE","78.00","    .00",".00","000045","","","KY","","",
"911","VF OUTLET, INC.","144.00","","No collection Info","000171","02/10/2014","NET 45","548493","","Shipped","VF0001","NWSHS0160369","Open","101767","  .00%",".00","144.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002840","","101767","G385","","02/19/14","CALL TO ROUTE","    24","     4","NONE","144.00","    .00",".00","000045","","","KY","","",
"912","VF OUTLET, INC.","39.00","","No collection Info","000171","02/10/2014","NET 45","507268","","Shipped","VF0001","IBRMP0170309","Open","101768","  .00%",".00","39.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002841","","101768","G385","","02/19/14","CALL TO ROUTE","    12","     2","NONE","39.00","    .00",".00","000045","","","PA","","",
"913","VF OUTLET, INC.","72.00","","No collection Info","000171","02/10/2014","NET 45","548493","","Shipped","VF0001","NWSHS0170369","Open","101769","  .00%",".00","72.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002841","","101769","G385","","02/19/14","CALL TO ROUTE","    12","     2","NONE","72.00","    .00",".00","000045","","","PA","","",
"914","VF OUTLET, INC.","78.00","","No collection Info","000171","02/10/2014","NET 45","507268","","Shipped","VF0001","IBRMP0180309","Open","101770","  .00%",".00","78.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002842","","101770","G385","","02/19/14","CALL TO ROUTE","    24","     4","NONE","78.00","    .00",".00","000045","","","MO","","",
"915","VF OUTLET, INC.","144.00","","No collection Info","000171","02/10/2014","NET 45","548493","","Shipped","VF0001","NWSHS0180369","Open","101771","  .00%",".00","144.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002842","","101771","G385","","02/19/14","CALL TO ROUTE","    24","     4","NONE","144.00","    .00",".00","000045","","","MO","","",
"916","VF OUTLET, INC.","78.00","","No collection Info","000171","02/10/2014","NET 45","507268","","Shipped","VF0001","IBRMP0190309","Open","101772","  .00%",".00","78.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002843","","101772","G385","","02/19/14","CALL TO ROUTE","    24","     4","NONE","78.00","    .00",".00","000045","","","TX","","",
"917","VF OUTLET, INC.","72.00","","No collection Info","000171","02/10/2014","NET 45","548493","","Shipped","VF0001","NWSHS0190369","Open","101773","  .00%",".00","72.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002843","","101773","G385","","02/19/14","CALL TO ROUTE","    12","     2","NONE","72.00","    .00",".00","000045","","","TX","","",
"918","VF OUTLET, INC.","78.00","","No collection Info","000171","02/10/2014","NET 45","507268","","Shipped","VF0001","IBRMP0200309","Open","101774","  .00%",".00","78.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002844","","101774","G385","","02/19/14","CALL TO ROUTE","    24","     4","NONE","78.00","    .00",".00","000045","","","TX","","",
"919","VF OUTLET, INC.","144.00","","No collection Info","000171","02/10/2014","NET 45","548493","","Shipped","VF0001","NWSHS0200369","Open","101775","  .00%",".00","144.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002844","","101775","G385","","02/19/14","CALL TO ROUTE","    24","     4","NONE","144.00","    .00",".00","000045","","","TX","","",
"920","VF OUTLET, INC.","78.00","","No collection Info","000170","02/10/2014","NET 45","507268","","Shipped","VF0001","IBRMP0210309","Open","101776","  .00%",".00","78.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002845","","101776","G385","","02/19/14","CALL TO ROUTE","    24","     4","NONE","78.00","    .00",".00","000045","","","KY","","",
"921","VF OUTLET, INC.","144.00","","No collection Info","000170","02/10/2014","NET 45","548493","","Shipped","VF0001","NWSHS0210369","Open","101777","  .00%",".00","144.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002845","","101777","G385","","02/19/14","CALL TO ROUTE","    24","     4","NONE","144.00","    .00",".00","000045","","","KY","","",
"922","VF OUTLET, INC.","78.00","","No collection Info","000170","02/10/2014","NET 45","507268","","Shipped","VF0001","IBRMP0220309","Open","101778","  .00%",".00","78.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002846","","101778","G385","","02/19/14","CALL TO ROUTE","    24","     4","NONE","78.00","    .00",".00","000045","","","NE","","",
"923","VF OUTLET, INC.","144.00","","No collection Info","000170","02/10/2014","NET 45","548493","","Shipped","VF0001","NWSHS0220369","Open","101779","  .00%",".00","144.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002846","","101779","G385","","02/19/14","CALL TO ROUTE","    24","     4","NONE","144.00","    .00",".00","000045","","","NE","","",
"924","VF OUTLET, INC.","39.00","","No collection Info","000170","02/10/2014","NET 45","507268","","Shipped","VF0001","IBRMP0230309","Open","101780","  .00%",".00","39.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002847","","101780","G385","","02/19/14","CALL TO ROUTE","    12","     2","NONE","39.00","    .00",".00","000045","","","LA","","",
"925","VF OUTLET, INC.","72.00","","No collection Info","000170","02/10/2014","NET 45","548493","","Shipped","VF0001","NWSHS0230369","Open","101781","  .00%",".00","72.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002847","","101781","G385","","02/19/14","CALL TO ROUTE","    12","     2","NONE","72.00","    .00",".00","000045","","","LA","","",
"926","VF OUTLET, INC.","78.00","","No collection Info","000170","02/10/2014","NET 45","507268","","Shipped","VF0001","IBRMP0240309","Open","101782","  .00%",".00","78.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002848","","101782","G385","","02/19/14","CALL TO ROUTE","    24","     4","NONE","78.00","    .00",".00","000045","","","IA","","",
"927","VF OUTLET, INC.","72.00","","No collection Info","000170","02/10/2014","NET 45","548493","","Shipped","VF0001","NWSHS0240369","Open","101783","  .00%",".00","72.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002848","","101783","G385","","02/19/14","CALL TO ROUTE","    12","     2","NONE","72.00","    .00",".00","000045","","","IA","","",
"928","VF OUTLET, INC.","78.00","","No collection Info","000170","02/10/2014","NET 45","507268","","Shipped","VF0001","IBRMP0250309","Open","101784","  .00%",".00","78.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002849","","101784","G385","","02/19/14","CALL TO ROUTE","    24","     4","NONE","78.00","    .00",".00","000045","","","IL","","",
"929","VF OUTLET, INC.","144.00","","No collection Info","000170","02/10/2014","NET 45","548493","","Shipped","VF0001","NWSHS0250369","Open","101785","  .00%",".00","144.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002849","","101785","G385","","02/19/14","CALL TO ROUTE","    24","     4","NONE","144.00","    .00",".00","000045","","","IL","","",
"930","VF OUTLET, INC.","78.00","","No collection Info","000170","02/10/2014","NET 45","507268","","Shipped","VF0001","IBRMP0260309","Open","101786","  .00%",".00","78.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002850","","101786","G385","","02/19/14","CALL TO ROUTE","    24","     4","NONE","78.00","    .00",".00","000045","","","TX","","",
"931","VF OUTLET, INC.","144.00","","No collection Info","000170","02/10/2014","NET 45","548493","","Shipped","VF0001","NWSHS0260369","Open","101787","  .00%",".00","144.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002850","","101787","G385","","02/19/14","CALL TO ROUTE","    24","     4","NONE","144.00","    .00",".00","000045","","","TX","","",
"932","VF OUTLET, INC.","78.00","","No collection Info","000170","02/10/2014","NET 45","507268","","Shipped","VF0001","IBRMP0270309","Open","101788","  .00%",".00","78.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002851","","101788","G385","","02/19/14","CALL TO ROUTE","    24","     4","NONE","78.00","    .00",".00","000045","","","FL","","",
"933","VF OUTLET, INC.","216.00","","No collection Info","000170","02/10/2014","NET 45","548493","","Shipped","VF0001","NWSHS0270369","Open","101789","  .00%",".00","216.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002851","","101789","G385","","02/19/14","CALL TO ROUTE","    36","     6","NONE","216.00","    .00",".00","000045","","","FL","","",
"934","VF OUTLET, INC.","39.00","","No collection Info","000170","02/10/2014","NET 45","507268","","Shipped","VF0001","IBRMP0280309","Open","101790","  .00%",".00","39.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002852","","101790","G385","","02/19/14","CALL TO ROUTE","    12","     2","NONE","39.00","    .00",".00","000045","","","TX","","",
"935","VF OUTLET, INC.","72.00","","No collection Info","000170","02/10/2014","NET 45","548493","","Shipped","VF0001","NWSHS0280369","Open","101791","  .00%",".00","72.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002852","","101791","G385","","02/19/14","CALL TO ROUTE","    12","     2","NONE","72.00","    .00",".00","000045","","","TX","","",
"936","VF OUTLET, INC.","39.00","","No collection Info","000170","02/10/2014","NET 45","507268","","Shipped","VF0001","IBRMP0290309","Open","101792","  .00%",".00","39.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002853","","101792","G385","","02/19/14","CALL TO ROUTE","    12","     2","NONE","39.00","    .00",".00","000045","","","CT","","",
"937","VF OUTLET, INC.","72.00","","No collection Info","000170","02/10/2014","NET 45","548493","","Shipped","VF0001","NWSHS0290369","Open","101793","  .00%",".00","72.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002853","","101793","G385","","02/19/14","CALL TO ROUTE","    12","     2","NONE","72.00","    .00",".00","000045","","","CT","","",
"938","VF OUTLET, INC.","39.00","","No collection Info","000170","02/10/2014","NET 45","507268","","Shipped","VF0001","IBRMP0300309","Open","101794","  .00%",".00","39.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002854","","101794","G385","","02/19/14","CALL TO ROUTE","    12","     2","NONE","39.00","    .00",".00","000045","","","IN","","",
"939","VF OUTLET, INC.","72.00","","No collection Info","000170","02/10/2014","NET 45","548493","","Shipped","VF0001","NWSHS0300369","Open","101795","  .00%",".00","72.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002854","","101795","G385","","02/19/14","CALL TO ROUTE","    12","     2","NONE","72.00","    .00",".00","000045","","","IN","","",
"940","VF OUTLET, INC.","78.00","","No collection Info","000169","02/10/2014","NET 45","507268","","Shipped","VF0001","IBRMP0320309","Open","101796","  .00%",".00","78.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002856","","101796","G385","","02/19/14","CALL TO ROUTE","    24","     4","NONE","78.00","    .00",".00","000045","","","IL","","",
"941","VF OUTLET, INC.","72.00","","No collection Info","000169","02/10/2014","NET 45","548493","","Shipped","VF0001","NWSHS0320369","Open","101797","  .00%",".00","72.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002856","","101797","G385","","02/19/14","CALL TO ROUTE","    12","     2","NONE","72.00","    .00",".00","000045","","","IL","","",
"942","VF OUTLET, INC.","39.00","","No collection Info","000169","02/10/2014","NET 45","507268","","Shipped","VF0001","IBRMP0330309","Open","101798","  .00%",".00","39.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002857","","101798","G385","","02/19/14","CALL TO ROUTE","    12","     2","NONE","39.00","    .00",".00","000045","","","FL","","",
"943","VF OUTLET, INC.","72.00","","No collection Info","000169","02/10/2014","NET 45","548493","","Shipped","VF0001","NWSHS0330369","Open","101799","  .00%",".00","72.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002857","","101799","G385","","02/19/14","CALL TO ROUTE","    12","     2","NONE","72.00","    .00",".00","000045","","","FL","","",
"944","VF OUTLET, INC.","39.00","","No collection Info","000169","02/10/2014","NET 45","507268","","Shipped","VF0001","IBRMP0340309","Open","101800","  .00%",".00","39.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002858","","101800","G385","","02/19/14","CALL TO ROUTE","    12","     2","NONE","39.00","    .00",".00","000045","","","KS","","",
"945","VF OUTLET, INC.","72.00","","No collection Info","000169","02/10/2014","NET 45","548493","","Shipped","VF0001","NWSHS0340369","Open","101801","  .00%",".00","72.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002858","","101801","G385","","02/19/14","CALL TO ROUTE","    12","     2","NONE","72.00","    .00",".00","000045","","","KS","","",
