"Seq","Status","Account No.","Name","Type","Reference","Amount*","Freight*","Disc%","Discount*","Other*","Balance*","Terms","Salesperson","Date","Factor","Division","Aging","Past Due Status","Due Days","Due Date","Charge Back No.","Sales Period","Date Paid","Batch","Cust Ck No.","Cust Ck Date","Cust Ck Amount","Assign. No.","Assign. Date","Reason","Description","Collection","Cust PO","Ship-To","Approval","Cust ChgBack No.","Remarks","Trail","Manifest","Rank","TS Status","Shipped on","Ship Via","Pieces*","Cartons*","Pro Number","TS Amount*","TS Freight*","TS Variance*","EDI Batch No.","Tracking No","TS Comments","State","Store","DC No.", 
"632","Open","ST0001","STAGE STORES INC","Invoice","101234","720.00",".00","  .00%",".00",".00","720.00","NET 45","AF","12/27/2013","W","PB","","Current"," 45","02/11/2014","","12/13","","","","","","000126","12/31/2013","","","No collection Info","20027584","000707","752780","","","101234","G324","","Shipped","12/27/13","VENDOR PORTAL","   180","    15","167934","720.00","    .00",".00","","","","TX","","",
"633","Open","ST0001","STAGE STORES INC","Invoice","101235","192.00",".00","  .00%",".00",".00","192.00","NET 45","AF","12/27/2013","W","PB","","Current"," 45","02/11/2014","","12/13","","","","","","000127","12/31/2013","","","No collection Info","20027585","000707","752780","","","101235","G324","","Shipped","12/27/13","VENDOR PORTAL","    48","     8","167914","192.00","    .00",".00","","","","TX","","",
"634","Open","ZU0001","ZULILY","Invoice","101236","19,659.60",".00","  .00%",".00",".00","19,659.60","NET 30","EE","12/18/2013","W","PB","","Current"," 30","01/18/2014","","12/13","","","","","","000120","12/19/2013","","","No collection Info","68352-P0000I81HK-6-4","001416","812930","","","101236","G321","","Shipped","12/18/13","CALL TO ROUTE","  2520","   217","141052441","19,659.60","    .00",".00","","","","NV","","",
"635","Open","AE0001","A&E STORES","Invoice","101237","2,520.00",".00","  .00%",".00",".00","2,520.00","NET 30","EE","12/18/2013","W","PB","","Current"," 30","01/18/2014","","12/13","","","","","","000120","12/19/2013","","","No collection Info","KF931B","001420","813291","","","101237","G318","","Shipped","12/16/13","ESSENTIAL","   480","    40","167938","2,520.00","    .00",".00","","","","NJ","","",
"636","Open","AE0001","A&E STORES","Invoice","101238","1,842.00",".00","  .00%",".00",".00","1,842.00","NET 30","EE","12/18/2013","W","PB","","Current"," 30","01/18/2014","","12/13","","","","","","000120","12/19/2013","","","No collection Info","KF932B","001420","813293","","","101238","G318","","Shipped","12/18/13","ESSENTIAL","   312","    26","167938","1,842.00","    .00",".00","","","","NJ","","",
"637","Open","AE0001","A&E STORES","Invoice","101239","810.00",".00","  .00%",".00",".00","810.00","NET 30","EE","12/18/2013","W","PB","","Current"," 30","01/18/2014","","12/13","","","","","","000120","12/19/2013","","","No collection Info","KF934B","001420","813292","","","101239","G318","","Shipped","12/18/13","ESSENTIAL","   120","    10","167938","810.00","    .00",".00","","","","NJ","","",
"638","Open","AE0001","A&E STORES","Invoice","101240","4,320.00",".00","  .00%",".00",".00","4,320.00","NET 30","EE","12/18/2013","W","PB","","Current"," 30","01/18/2014","","12/13","","","","","","000120","12/19/2013","","","No collection Info","KF935B","001420","813290","","","101240","G318","","Shipped","12/18/13","ESSENTIAL","  1200","   100","167938","4,320.00","    .00",".00","","","","NJ","","",
"639","Open","AE0001","A&E STORES","Invoice","101241","2,451.00",".00","  .00%",".00",".00","2,451.00","NET 30","EE","12/18/2013","W","PB","","Current"," 30","01/18/2014","","12/13","","","","","","000120","12/19/2013","","","No collection Info","KF936B","001420","813299","","","101241","G318","","Shipped","12/18/13","ESSENTIAL","   516","    53","167938","2,451.00","    .00",".00","","","","NJ","","",
"640","Open","GE0001","GECHTERS","Debit","800026","51.60",".00","  .00%",".00",".00","51.60","NET 30","ee","12/16/2013","W","PB","22","Over 150"," 30","12/16/2013","","12/13","","","","","","","","","short pay","No collection Info","","","","","investigating on the short payment of 51","100679","","","","","","","","","","","","","","","KS","","",
"641","Open","LI0002","LIEBMANS","Invoice","101242","894.74","12.04","  .00%",".00",".00","894.74","NET 30","EE","12/19/2013","W","PB","","Current"," 30","01/19/2014","","12/13","","","","","","000121","12/26/2013","","","No collection Info","12042013","LI0002","815960","","","101242","G322","","Shipped","12/19/13","UPSN-UNITED PAR","    30","     4","","894.74","  12.04",".00","","","","NY","","",
"642","Open","NA0001","NATIONAL STORES","Invoice","101243","8,664.00",".00","  .00%",".00",".00","8,664.00","ROG + 60","AF","12/23/2013","W","PB","","Current"," 65","02/27/2014","","12/13","","","","","","000121","12/26/2013","","","No collection Info","604775-00","NA0001","807489","","","101243","G329","","Shipped","12/23/13","CALL TO ROUTE","  2166","   181","168690","8,664.00","    .00",".00","","","","CA","","",
"643","Open","NA0001","NATIONAL STORES","Invoice","101244","5,405.40",".00","  .00%",".00",".00","5,405.40","ROG + 60","AF","12/23/2013","W","PB","","Current"," 65","02/27/2014","","12/13","","","","","","000121","12/26/2013","","","No collection Info","604794-00","NA0001","807490","","","101244","G329","","Shipped","12/23/13","CALL TO ROUTE","  1716","   143","168690","5,405.40","    .00",".00","","","","CA","","",
"644","Open","NA0001","NATIONAL STORES","Invoice","101245","4,680.00",".00","  .00%",".00",".00","4,680.00","ROG + 60","AF","12/23/2013","W","PB","","Current"," 65","02/27/2014","","12/13","","","","","","000121","12/26/2013","","","No collection Info","604776-00","0996","807489","","","101245","G328","","Shipped","12/23/13","CALL TO ROUTE","  1170","    99","168691","4,680.00","    .00",".00","","","","TX","","",
"645","Open","NA0001","NATIONAL STORES","Invoice","101246","2,948.40",".00","  .00%",".00",".00","2,948.40","ROG + 60","AF","12/23/2013","W","PB","","Current"," 65","02/27/2014","","12/13","","","","","","000121","12/26/2013","","","No collection Info","604795-00","0996","807490","","","101246","G328","","Shipped","12/23/13","CALL TO ROUTE","   936","    80","168691","2,948.40","    .00",".00","","","","TX","","",
"646","Open","ST0001","STAGE STORES INC","Invoice","101247","642.00",".00","  .00%",".00",".00","642.00","NET 45","AF","12/27/2013","W","PB","","Current"," 45","02/11/2014","","12/13","","","","","","000126","12/31/2013","","","No collection Info","20027594","000707","752780","","","101247","","","Shipped","12/27/13","VENDOR PORTAL","   133","    28","","642.00","    .00",".00","","","","TX","","",
"647","Open","ST0001","STAGE STORES INC","Invoice","101248","912.00",".00","  .00%",".00",".00","912.00","NET 45","AF","12/27/2013","W","PB","","Current"," 45","02/11/2014","","12/13","","","","","","000126","12/31/2013","","","No collection Info","20027595","000707","752780","","","101248","","","Shipped","12/27/13","VENDOR PORTAL","   228","    20","","912.00","    .00",".00","","","","TX","","",
"648","Open","ST0001","STAGE STORES INC","Invoice","101249","870.00",".00","  .00%",".00",".00","870.00","NET 45","AF","12/27/2013","W","PB","","Current"," 45","02/11/2014","","12/13","","","","","","000126","12/31/2013","","","No collection Info","20027596","000707","752780","","","101249","","","Shipped","12/27/13","VENDOR PORTAL","   145","    48","","870.00","    .00",".00","","","","TX","","",
"649","Open","ST0001","STAGE STORES INC","Invoice","101250","1,560.00",".00","  .00%",".00",".00","1,560.00","NET 45","AF","12/27/2013","W","PB","","Current"," 45","02/11/2014","","12/13","","","","","","000127","12/31/2013","","","No collection Info","20027597","000707","752780","","","101250","G328","","Shipped","12/27/13","VENDOR PORTAL","   300","    40","168695","1,560.00","    .00",".00","","","","TX","","",
"650","Open","ST0001","STAGE STORES INC","Invoice","101251","1,419.00",".00","  .00%",".00",".00","1,419.00","NET 45","AF","12/27/2013","W","PB","","Current"," 45","02/11/2014","","12/13","","","","","","000126","12/31/2013","","","No collection Info","20027598","000707","752780","","","101251","","","Shipped","12/27/13","VENDOR PORTAL","   252","    42","","1,419.00","    .00",".00","","","","TX","","",
"651","Open","ST0001","STAGE STORES INC","Invoice","101252","1,344.00",".00","  .00%",".00",".00","1,344.00","NET 45","AF","12/27/2013","W","PB","","Current"," 45","02/11/2014","","12/13","","","","","","000126","12/31/2013","","","No collection Info","20027599","000707","752780","","","101252","","","Shipped","12/27/13","VENDOR PORTAL","   336","    28","","1,344.00","    .00",".00","","","","TX","","",
"652","Open","ST0001","STAGE STORES INC","Invoice","101253","1,488.00",".00","  .00%",".00",".00","1,488.00","NET 45","AF","12/27/2013","W","PB","","Current"," 45","02/11/2014","","12/13","","","","","","000126","12/31/2013","","","No collection Info","20027600","000707","752780","","","101253","","","Shipped","12/27/13","VENDOR PORTAL","   336","    28","","1,488.00","    .00",".00","","","","TX","","",
"653","Open","ST0001","STAGE STORES INC","Invoice","101254","1,896.00",".00","  .00%",".00",".00","1,896.00","NET 45","AF","12/27/2013","W","PB","","Current"," 45","02/11/2014","","12/13","","","","","","000126","12/31/2013","","","No collection Info","20027601","000707","752780","","","101254","","","Shipped","12/27/13","VENDOR PORTAL","   360","    30","","1,896.00","    .00",".00","","","","TX","","",
"654","Open","ST0001","STAGE STORES INC","Invoice","101255","1,488.00",".00","  .00%",".00",".00","1,488.00","NET 45","AF","12/27/2013","W","PB","","Current"," 45","02/11/2014","","12/13","","","","","","000126","12/31/2013","","","No collection Info","20027602","000707","752780","","","101255","","","Shipped","12/27/13","VENDOR PORTAL","   262","    41","","1,488.00","    .00",".00","","","","TX","","",
"655","Open","ST0001","STAGE STORES INC","Invoice","101256","1,392.00",".00","  .00%",".00",".00","1,392.00","NET 45","AF","12/27/2013","W","PB","","Current"," 45","02/11/2014","","12/13","","","","","","000126","12/31/2013","","","No collection Info","20027603","000707","752780","","","101256","","","Shipped","12/27/13","VENDOR PORTAL","   312","    28","","1,392.00","    .00",".00","","","","TX","","",
"656","Open","ST0001","STAGE STORES INC","Invoice","101257","1,920.00",".00","  .00%",".00",".00","1,920.00","NET 45","AF","12/27/2013","W","PB","","Current"," 45","02/11/2014","","12/13","","","","","","000126","12/31/2013","","","No collection Info","20027604","000707","752780","","","101257","","","Shipped","12/27/13","VENDOR PORTAL","   480","    40","","1,920.00","    .00",".00","","","","TX","","",
"657","Open","ST0001","STAGE STORES INC","Invoice","101258","2,148.00",".00","  .00%",".00",".00","2,148.00","NET 45","AF","12/27/2013","W","PB","","Current"," 45","02/11/2014","","12/13","","","","","","000126","12/31/2013","","","No collection Info","20027605","000707","752780","","","101258","","","Shipped","12/27/13","VENDOR PORTAL","   456","    38","","2,148.00","    .00",".00","","","","TX","","",
"658","Open","ST0001","STAGE STORES INC","Invoice","101259","1,788.00",".00","  .00%",".00",".00","1,788.00","NET 45","AF","12/27/2013","W","PB","","Current"," 45","02/11/2014","","12/13","","","","","","000126","12/31/2013","","","No collection Info","20027606","000707","752780","","","101259","","","Shipped","12/27/13","VENDOR PORTAL","   372","    31","","1,788.00","    .00",".00","","","","TX","","",
"659","Open","ST0001","STAGE STORES INC","Invoice","101260","1,824.00",".00","  .00%",".00",".00","1,824.00","NET 45","AF","12/27/2013","W","PB","","Current"," 45","02/11/2014","","12/13","","","","","","000126","12/31/2013","","","No collection Info","20027607","000707","752780","","","101260","","","Shipped","12/27/13","VENDOR PORTAL","   438","    37","","1,824.00","    .00",".00","","","","TX","","",
"660","Open","ST0001","STAGE STORES INC","Invoice","101261","1,536.00",".00","  .00%",".00",".00","1,536.00","NET 45","AF","12/27/2013","W","PB","","Current"," 45","02/11/2014","","12/13","","","","","","000126","12/31/2013","","","No collection Info","20027608","000707","752780","","","101261","","","Shipped","12/27/13","VENDOR PORTAL","   384","    32","","1,536.00","    .00",".00","","","","TX","","",
"661","Open","ST0001","STAGE STORES INC","Invoice","101262","768.00",".00","  .00%",".00",".00","768.00","NET 45","AF","12/27/2013","W","PB","","Current"," 45","02/11/2014","","12/13","","","","","","000126","12/31/2013","","","No collection Info","20027609","000707","752780","","","101262","","","Shipped","12/27/13","VENDOR PORTAL","   192","    16","","768.00","    .00",".00","","","","TX","","",
"662","Open","ST0001","STAGE STORES INC","Invoice","101263","960.00",".00","  .00%",".00",".00","960.00","NET 45","AF","12/27/2013","W","PB","","Current"," 45","02/11/2014","","12/13","","","","","","000126","12/31/2013","","","No collection Info","20027610","000707","752780","","","101263","","","Shipped","12/27/13","VENDOR PORTAL","   240","    40","","960.00","    .00",".00","","","","TX","","",
"663","Open","ST0001","STAGE STORES INC","Invoice","101264","546.00",".00","  .00%",".00",".00","546.00","NET 45","AF","12/27/2013","W","PB","","Current"," 45","02/11/2014","","12/13","","","","","","000126","12/31/2013","","","No collection Info","20027611","000707","752780","","","101264","","","Shipped","12/27/13","VENDOR PORTAL","   126","    20","","546.00","    .00",".00","","","","TX","","",
"664","Open","ST0001","STAGE STORES INC","Invoice","101265","1,260.00",".00","  .00%",".00",".00","1,260.00","NET 45","AF","12/27/2013","W","PB","","Current"," 45","02/11/2014","","12/13","","","","","","000126","12/31/2013","","","No collection Info","20027612","000707","752780","","","101265","","","Shipped","12/27/13","VENDOR PORTAL","   210","    35","","1,260.00","    .00",".00","","","","TX","","",
"665","Open","ST0001","STAGE STORES INC","Invoice","101266","2,253.00",".00","  .00%",".00",".00","2,253.00","NET 45","AF","12/27/2013","W","PB","","Current"," 45","02/11/2014","","12/13","","","","","","000126","12/31/2013","","","No collection Info","20027613","000707","752780","","","101266","","","Shipped","12/27/13","VENDOR PORTAL","   390","    61","","2,253.00","    .00",".00","","","","TX","","",
"666","Open","ST0001","STAGE STORES INC","Invoice","101267","1,398.00",".00","  .00%",".00",".00","1,398.00","NET 45","AF","12/27/2013","W","PB","","Current"," 45","02/11/2014","","12/13","","","","","","000127","12/31/2013","","","No collection Info","20027614","000707","752780","","","101267","","","Shipped","12/27/13","VENDOR PORTAL","   234","    39","","1,398.00","    .00",".00","","","","TX","","",
"667","Open","SM0001","STEIN MART","Debit","800027","189.00",".00","  .00%",".00",".00","189.00","NET 30","EE","12/18/2013","W","PB","20","Over 150"," 30","12/18/2013","","12/13","","","","","","","","","CHARGE BACK","No collection Info","","","","OAP42377","INVESTIGATING ON THE CHARGE BACK","100503","","","","","","","","","","","","","","","FL","","",
"668","Open","BS0001","BOSCOVS","Invoice","101268","210.00",".00","  .00%",".00",".00","210.00","NET 30","AF","12/26/2013","W","PB","","Current"," 30","01/26/2014","","12/13","","","","","","000123","12/26/2013","","","No collection Info","690135","000434","813035","","","101268","G323","","Shipped","12/26/13","GREAT CENTRAL T","    60","     5","168746","210.00","    .00",".00","000024","","","PA","","",
"669","Open","BS0001","BOSCOVS","Invoice","101269","210.00",".00","  .00%",".00",".00","210.00","NET 30","AF","12/26/2013","W","PB","","Current"," 30","01/26/2014","","12/13","","","","","","000123","12/26/2013","","","No collection Info","690135","002530","813035","","","101269","G323","","Shipped","12/26/13","GREAT CENTRAL T","    60","     5","168746","210.00","    .00",".00","000024","","","PA","","",
"670","Open","BS0001","BOSCOVS","Invoice","101270","336.00",".00","  .00%",".00",".00","336.00","NET 30","AF","12/26/2013","W","PB","","Current"," 30","01/26/2014","","12/13","","","","","","000123","12/26/2013","","","No collection Info","690135","002532","813035","","","101270","G323","","Shipped","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","PA","","",
"671","Open","BS0001","BOSCOVS","Invoice","101271","336.00",".00","  .00%",".00",".00","336.00","NET 30","AF","12/26/2013","W","PB","","Current"," 30","01/26/2014","","12/13","","","","","","000123","12/26/2013","","","No collection Info","690135","002533","813035","","","101271","G323","","Shipped","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","PA","","",
"672","Open","BS0001","BOSCOVS","Invoice","101272","336.00",".00","  .00%",".00",".00","336.00","NET 30","AF","12/26/2013","W","PB","","Current"," 30","01/26/2014","","12/13","","","","","","000123","12/26/2013","","","No collection Info","690135","002534","813035","","","101272","G323","","Shipped","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","PA","","",
"673","Open","BS0001","BOSCOVS","Invoice","101273","336.00",".00","  .00%",".00",".00","336.00","NET 30","AF","12/26/2013","W","PB","","Current"," 30","01/26/2014","","12/13","","","","","","000123","12/26/2013","","","No collection Info","690135","002535","813035","","","101273","G323","","Shipped","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","PA","","",
"674","Open","BS0001","BOSCOVS","Invoice","101274","336.00",".00","  .00%",".00",".00","336.00","NET 30","AF","12/26/2013","W","PB","","Current"," 30","01/26/2014","","12/13","","","","","","000123","12/26/2013","","","No collection Info","690135","002536","813035","","","101274","G323","","Shipped","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","PA","","",
"675","Open","BS0001","BOSCOVS","Invoice","101275","210.00",".00","  .00%",".00",".00","210.00","NET 30","AF","12/26/2013","W","PB","","Current"," 30","01/26/2014","","12/13","","","","","","000123","12/26/2013","","","No collection Info","690135","002537","813035","","","101275","G323","","Shipped","12/26/13","GREAT CENTRAL T","    60","     5","168746","210.00","    .00",".00","000024","","","DE","","",
"676","Open","BS0001","BOSCOVS","Invoice","101276","336.00",".00","  .00%",".00",".00","336.00","NET 30","AF","12/26/2013","W","PB","","Current"," 30","01/26/2014","","12/13","","","","","","000123","12/26/2013","","","No collection Info","690135","002539","813035","","","101276","G323","","Shipped","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","PA","","",
"677","Open","BS0001","BOSCOVS","Invoice","101277","336.00",".00","  .00%",".00",".00","336.00","NET 30","AF","12/26/2013","W","PB","","Current"," 30","01/26/2014","","12/13","","","","","","000123","12/26/2013","","","No collection Info","690135","002541","813035","","","101277","G323","","Shipped","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","DE","","",
"678","Open","BS0001","BOSCOVS","Invoice","101278","336.00",".00","  .00%",".00",".00","336.00","NET 30","AF","12/26/2013","W","PB","","Current"," 30","01/26/2014","","12/13","","","","","","000123","12/26/2013","","","No collection Info","690135","002543","813035","","","101278","G323","","Shipped","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","NJ","","",
"679","Open","BS0001","BOSCOVS","Invoice","101279","336.00",".00","  .00%",".00",".00","336.00","NET 30","AF","12/26/2013","W","PB","","Current"," 30","01/26/2014","","12/13","","","","","","000123","12/26/2013","","","No collection Info","690135","002544","813035","","","101279","G323","","Shipped","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","PA","","",
"680","Open","BS0001","BOSCOVS","Invoice","101280","336.00",".00","  .00%",".00",".00","336.00","NET 30","AF","12/26/2013","W","PB","","Current"," 30","01/26/2014","","12/13","","","","","","000123","12/26/2013","","","No collection Info","690135","002545","813035","","","101280","G323","","Shipped","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","PA","","",
"681","Open","BS0001","BOSCOVS","Invoice","101281","336.00",".00","  .00%",".00",".00","336.00","NET 30","AF","12/26/2013","W","PB","","Current"," 30","01/26/2014","","12/13","","","","","","000123","12/26/2013","","","No collection Info","690135","002547","813035","","","101281","G323","","Shipped","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","NJ","","",
"682","Open","BS0001","BOSCOVS","Invoice","101282","336.00",".00","  .00%",".00",".00","336.00","NET 30","AF","12/26/2013","W","PB","","Current"," 30","01/26/2014","","12/13","","","","","","000123","12/26/2013","","","No collection Info","690135","002548","813035","","","101282","G323","","Shipped","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","NJ","","",
"683","Open","BS0001","BOSCOVS","Invoice","101283","336.00",".00","  .00%",".00",".00","336.00","NET 30","AF","12/26/2013","W","PB","","Current"," 30","01/26/2014","","12/13","","","","","","000123","12/26/2013","","","No collection Info","690135","002549","813035","","","101283","G323","","Shipped","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","MD","","",
"684","Open","BS0001","BOSCOVS","Invoice","101284","210.00",".00","  .00%",".00",".00","210.00","NET 30","AF","12/26/2013","W","PB","","Current"," 30","01/26/2014","","12/13","","","","","","000123","12/26/2013","","","No collection Info","690135","002550","813035","","","101284","G323","","Shipped","12/26/13","GREAT CENTRAL T","    60","     5","168746","210.00","    .00",".00","000024","","","OH","","",
"685","Open","BS0001","BOSCOVS","Invoice","101285","336.00",".00","  .00%",".00",".00","336.00","NET 30","AF","12/26/2013","W","PB","","Current"," 30","01/26/2014","","12/13","","","","","","000123","12/26/2013","","","No collection Info","690135","002551","813035","","","101285","G323","","Shipped","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","MD","","",
"686","Open","BS0001","BOSCOVS","Invoice","101286","336.00",".00","  .00%",".00",".00","336.00","NET 30","AF","12/26/2013","W","PB","","Current"," 30","01/26/2014","","12/13","","","","","","000123","12/26/2013","","","No collection Info","690135","002552","813035","","","101286","G323","","Shipped","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","PA","","",
"687","Open","BS0001","BOSCOVS","Invoice","101287","336.00",".00","  .00%",".00",".00","336.00","NET 30","AF","12/26/2013","W","PB","","Current"," 30","01/26/2014","","12/13","","","","","","000123","12/26/2013","","","No collection Info","690135","002553","813035","","","101287","G323","","Shipped","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","PA","","",
"688","Open","BS0001","BOSCOVS","Invoice","101288","336.00",".00","  .00%",".00",".00","336.00","NET 30","AF","12/26/2013","W","PB","","Current"," 30","01/26/2014","","12/13","","","","","","000124","12/26/2013","","","No collection Info","690135","002554","813035","","","101288","G323","","Shipped","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","NJ","","",
"689","Open","BS0001","BOSCOVS","Invoice","101289","336.00",".00","  .00%",".00",".00","336.00","NET 30","AF","12/26/2013","W","PB","","Current"," 30","01/26/2014","","12/13","","","","","","000124","12/26/2013","","","No collection Info","690135","002555","813035","","","101289","G323","","Shipped","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","NJ","","",
"690","Open","BS0001","BOSCOVS","Invoice","101290","336.00",".00","  .00%",".00",".00","336.00","NET 30","AF","12/26/2013","W","PB","","Current"," 30","01/26/2014","","12/13","","","","","","000124","12/26/2013","","","No collection Info","690135","002556","813035","","","101290","G323","","Shipped","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","PA","","",
"691","Open","BS0001","BOSCOVS","Invoice","101291","210.00",".00","  .00%",".00",".00","210.00","NET 30","AF","12/26/2013","W","PB","","Current"," 30","01/26/2014","","12/13","","","","","","000124","12/26/2013","","","No collection Info","690135","002557","813035","","","101291","G323","","Shipped","12/26/13","GREAT CENTRAL T","    60","     5","168746","210.00","    .00",".00","000024","","","PA","","",
"692","Open","BS0001","BOSCOVS","Invoice","101292","336.00",".00","  .00%",".00",".00","336.00","NET 30","AF","12/26/2013","W","PB","","Current"," 30","01/26/2014","","12/13","","","","","","000124","12/26/2013","","","No collection Info","690135","002558","813035","","","101292","G323","","Shipped","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","PA","","",
"693","Open","BS0001","BOSCOVS","Invoice","101293","336.00",".00","  .00%",".00",".00","336.00","NET 30","AF","12/26/2013","W","PB","","Current"," 30","01/26/2014","","12/13","","","","","","000124","12/26/2013","","","No collection Info","690135","002559","813035","","","101293","G323","","Shipped","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","PA","","",
"694","Open","BS0001","BOSCOVS","Invoice","101294","336.00",".00","  .00%",".00",".00","336.00","NET 30","AF","12/26/2013","W","PB","","Current"," 30","01/26/2014","","12/13","","","","","","000124","12/26/2013","","","No collection Info","690135","002560","813035","","","101294","G323","","Shipped","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","NJ","","",
"695","Open","BS0001","BOSCOVS","Invoice","101295","336.00",".00","  .00%",".00",".00","336.00","NET 30","AF","12/26/2013","W","PB","","Current"," 30","01/26/2014","","12/13","","","","","","000124","12/26/2013","","","No collection Info","690135","002561","813035","","","101295","G323","","Shipped","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","PA","","",
"696","Open","BS0001","BOSCOVS","Invoice","101296","336.00",".00","  .00%",".00",".00","336.00","NET 30","AF","12/26/2013","W","PB","","Current"," 30","01/26/2014","","12/13","","","","","","000124","12/26/2013","","","No collection Info","690135","002562","813035","","","101296","G323","","Shipped","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","NY","","",
"697","Open","BS0001","BOSCOVS","Invoice","101297","210.00",".00","  .00%",".00",".00","210.00","NET 30","AF","12/26/2013","W","PB","","Current"," 30","01/26/2014","","12/13","","","","","","000124","12/26/2013","","","No collection Info","690135","002563","813035","","","101297","G323","","Shipped","12/26/13","GREAT CENTRAL T","    60","     5","168746","210.00","    .00",".00","000024","","","PA","","",
"698","Open","BS0001","BOSCOVS","Invoice","101298","336.00",".00","  .00%",".00",".00","336.00","NET 30","AF","12/26/2013","W","PB","","Current"," 30","01/26/2014","","12/13","","","","","","000124","12/26/2013","","","No collection Info","690135","002564","813035","","","101298","G323","","Shipped","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","PA","","",
"699","Open","BS0001","BOSCOVS","Invoice","101299","336.00",".00","  .00%",".00",".00","336.00","NET 30","AF","12/26/2013","W","PB","","Current"," 30","01/26/2014","","12/13","","","","","","000124","12/26/2013","","","No collection Info","690135","002565","813035","","","101299","G323","","Shipped","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","PA","","",
"700","Open","BS0001","BOSCOVS","Invoice","101300","336.00",".00","  .00%",".00",".00","336.00","NET 30","AF","12/26/2013","W","PB","","Current"," 30","01/26/2014","","12/13","","","","","","000124","12/26/2013","","","No collection Info","690135","002566","813035","","","101300","G323","","Shipped","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","NY","","",
"701","Open","BS0001","BOSCOVS","Invoice","101301","336.00",".00","  .00%",".00",".00","336.00","NET 30","AF","12/26/2013","W","PB","","Current"," 30","01/26/2014","","12/13","","","","","","000124","12/26/2013","","","No collection Info","690135","002567","813035","","","101301","G323","","Shipped","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","DE","","",
"702","Open","BS0001","BOSCOVS","Invoice","101302","210.00",".00","  .00%",".00",".00","210.00","NET 30","AF","12/26/2013","W","PB","","Current"," 30","01/26/2014","","12/13","","","","","","000124","12/26/2013","","","No collection Info","690135","002568","813035","","","101302","G323","","Shipped","12/26/13","GREAT CENTRAL T","    60","     5","168746","210.00","    .00",".00","000024","","","NJ","","",
"703","Open","BS0001","BOSCOVS","Invoice","101303","210.00",".00","  .00%",".00",".00","210.00","NET 30","AF","12/26/2013","W","PB","","Current"," 30","01/26/2014","","12/13","","","","","","000124","12/26/2013","","","No collection Info","690135","002569","813035","","","101303","G323","","Shipped","12/26/13","GREAT CENTRAL T","    60","     5","168746","210.00","    .00",".00","000024","","","NJ","","",
"704","Open","BS0001","BOSCOVS","Invoice","101304","210.00",".00","  .00%",".00",".00","210.00","NET 30","AF","12/26/2013","W","PB","","Current"," 30","01/26/2014","","12/13","","","","","","000124","12/26/2013","","","No collection Info","690135","002570","813035","","","101304","G323","","Shipped","12/26/13","GREAT CENTRAL T","    60","     5","168746","210.00","    .00",".00","000024","","","PA","","",
"705","Open","BS0001","BOSCOVS","Invoice","101305","336.00",".00","  .00%",".00",".00","336.00","NET 30","AF","12/26/2013","W","PB","","Current"," 30","01/26/2014","","12/13","","","","","","000124","12/26/2013","","","No collection Info","690135","002571","813035","","","101305","G323","","Shipped","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","MD","","",
