"Seq","Status","TS Status","Account No.","Name","Assign. No.","Amount*","Reference","Date","Cust PO","Terms","Approval","Disc%","Freight*","Balance*","Due Date","Discount*","Type","Other*","Division","Aging","Past Due Status","Due Days","Charge Back No.","Salesperson","Sales Period","Date Paid","Batch","Cust Ck No.","Cust Ck Date","Cust Ck Amount","Factor","Assign. Date","Reason","Description","Collection","Ship-To","Cust ChgBack No.","Remarks","Trail","Manifest","Rank","Shipped on","Ship Via","Pieces*","Cartons*","Pro Number","TS Amount*","TS Freight*","TS Variance*","EDI Batch No.","Tracking No","TS Comments","State","Store","DC No.", 
"471","Open","Shipped","ST0001","STAGE STORES INC","000126","480.00","101231","12/27/2013","20027581","NET 45","752780","  .00%",".00","480.00","02/11/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","12/13","","","","","","W","12/31/2013","","","No collection Info","000707","","","101231","G324","","12/27/13","VENDOR PORTAL","    84","    14","167931","480.00","    .00",".00","","","","TX","","",
"472","Open","Shipped","ST0001","STAGE STORES INC","000126","960.00","101232","12/27/2013","20027582","NET 45","752780","  .00%",".00","960.00","02/11/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","12/13","","","","","","W","12/31/2013","","","No collection Info","000707","","","101232","G324","","12/27/13","VENDOR PORTAL","   240","    21","167932","960.00","    .00",".00","","","","TX","","",
"473","Open","Shipped","ST0001","STAGE STORES INC","000126","816.00","101233","12/27/2013","20027583","NET 45","752780","  .00%",".00","816.00","02/11/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","12/13","","","","","","W","12/31/2013","","","No collection Info","000707","","","101233","G324","","12/27/13","VENDOR PORTAL","   204","    26","167933","816.00","    .00",".00","","","","TX","","",
"474","Open","Shipped","ST0001","STAGE STORES INC","000126","720.00","101234","12/27/2013","20027584","NET 45","752780","  .00%",".00","720.00","02/11/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","12/13","","","","","","W","12/31/2013","","","No collection Info","000707","","","101234","G324","","12/27/13","VENDOR PORTAL","   180","    15","167934","720.00","    .00",".00","","","","TX","","",
"475","Open","Shipped","ST0001","STAGE STORES INC","000127","192.00","101235","12/27/2013","20027585","NET 45","752780","  .00%",".00","192.00","02/11/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","12/13","","","","","","W","12/31/2013","","","No collection Info","000707","","","101235","G324","","12/27/13","VENDOR PORTAL","    48","     8","167914","192.00","    .00",".00","","","","TX","","",
"476","Open","Shipped","ZU0001","ZULILY","000120","19,659.60","101236","12/18/2013","68352-P0000I81HK-6-4","NET 30","812930","  .00%",".00","19,659.60","01/18/2014",".00","Invoice",".00","PB","","Current"," 30","","EE","12/13","","","","","","W","12/19/2013","","","No collection Info","001416","","","101236","G321","","12/18/13","CALL TO ROUTE","  2520","   217","141052441","19,659.60","    .00",".00","","","","NV","","",
"477","Open","Shipped","AE0001","A&E STORES","000120","2,520.00","101237","12/18/2013","KF931B","NET 30","813291","  .00%",".00","2,520.00","01/18/2014",".00","Invoice",".00","PB","","Current"," 30","","EE","12/13","","","","","","W","12/19/2013","","","No collection Info","001420","","","101237","G318","","12/16/13","ESSENTIAL","   480","    40","167938","2,520.00","    .00",".00","","","","NJ","","",
"478","Open","Shipped","AE0001","A&E STORES","000120","1,842.00","101238","12/18/2013","KF932B","NET 30","813293","  .00%",".00","1,842.00","01/18/2014",".00","Invoice",".00","PB","","Current"," 30","","EE","12/13","","","","","","W","12/19/2013","","","No collection Info","001420","","","101238","G318","","12/18/13","ESSENTIAL","   312","    26","167938","1,842.00","    .00",".00","","","","NJ","","",
"479","Open","Shipped","AE0001","A&E STORES","000120","810.00","101239","12/18/2013","KF934B","NET 30","813292","  .00%",".00","810.00","01/18/2014",".00","Invoice",".00","PB","","Current"," 30","","EE","12/13","","","","","","W","12/19/2013","","","No collection Info","001420","","","101239","G318","","12/18/13","ESSENTIAL","   120","    10","167938","810.00","    .00",".00","","","","NJ","","",
"480","Open","Shipped","AE0001","A&E STORES","000120","4,320.00","101240","12/18/2013","KF935B","NET 30","813290","  .00%",".00","4,320.00","01/18/2014",".00","Invoice",".00","PB","","Current"," 30","","EE","12/13","","","","","","W","12/19/2013","","","No collection Info","001420","","","101240","G318","","12/18/13","ESSENTIAL","  1200","   100","167938","4,320.00","    .00",".00","","","","NJ","","",
"481","Open","Shipped","AE0001","A&E STORES","000120","2,451.00","101241","12/18/2013","KF936B","NET 30","813299","  .00%",".00","2,451.00","01/18/2014",".00","Invoice",".00","PB","","Current"," 30","","EE","12/13","","","","","","W","12/19/2013","","","No collection Info","001420","","","101241","G318","","12/18/13","ESSENTIAL","   516","    53","167938","2,451.00","    .00",".00","","","","NJ","","",
"482","Open","Shipped","LI0002","LIEBMANS","000121","894.74","101242","12/19/2013","12042013","NET 30","815960","  .00%","12.04","894.74","01/19/2014",".00","Invoice",".00","PB","","Current"," 30","","EE","12/13","","","","","","W","12/26/2013","","","No collection Info","LI0002","","","101242","G322","","12/19/13","UPSN-UNITED PAR","    30","     4","","894.74","  12.04",".00","","","","NY","","",
"483","Open","Shipped","NA0001","NATIONAL STORES","000121","8,664.00","101243","12/23/2013","604775-00","ROG + 60","807489","  .00%",".00","8,664.00","02/27/2014",".00","Invoice",".00","PB","","Current"," 65","","AF","12/13","","","","","","W","12/26/2013","","","No collection Info","NA0001","","","101243","G329","","12/23/13","CALL TO ROUTE","  2166","   181","168690","8,664.00","    .00",".00","","","","CA","","",
"484","Open","Shipped","NA0001","NATIONAL STORES","000121","5,405.40","101244","12/23/2013","604794-00","ROG + 60","807490","  .00%",".00","5,405.40","02/27/2014",".00","Invoice",".00","PB","","Current"," 65","","AF","12/13","","","","","","W","12/26/2013","","","No collection Info","NA0001","","","101244","G329","","12/23/13","CALL TO ROUTE","  1716","   143","168690","5,405.40","    .00",".00","","","","CA","","",
"485","Open","Shipped","NA0001","NATIONAL STORES","000121","4,680.00","101245","12/23/2013","604776-00","ROG + 60","807489","  .00%",".00","4,680.00","02/27/2014",".00","Invoice",".00","PB","","Current"," 65","","AF","12/13","","","","","","W","12/26/2013","","","No collection Info","0996","","","101245","G328","","12/23/13","CALL TO ROUTE","  1170","    99","168691","4,680.00","    .00",".00","","","","TX","","",
"486","Open","Shipped","NA0001","NATIONAL STORES","000121","2,948.40","101246","12/23/2013","604795-00","ROG + 60","807490","  .00%",".00","2,948.40","02/27/2014",".00","Invoice",".00","PB","","Current"," 65","","AF","12/13","","","","","","W","12/26/2013","","","No collection Info","0996","","","101246","G328","","12/23/13","CALL TO ROUTE","   936","    80","168691","2,948.40","    .00",".00","","","","TX","","",
"487","Open","Shipped","ST0001","STAGE STORES INC","000126","642.00","101247","12/27/2013","20027594","NET 45","752780","  .00%",".00","642.00","02/11/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","12/13","","","","","","W","12/31/2013","","","No collection Info","000707","","","101247","","","12/27/13","VENDOR PORTAL","   133","    28","","642.00","    .00",".00","","","","TX","","",
"488","Open","Shipped","ST0001","STAGE STORES INC","000126","912.00","101248","12/27/2013","20027595","NET 45","752780","  .00%",".00","912.00","02/11/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","12/13","","","","","","W","12/31/2013","","","No collection Info","000707","","","101248","","","12/27/13","VENDOR PORTAL","   228","    20","","912.00","    .00",".00","","","","TX","","",
"489","Open","Shipped","ST0001","STAGE STORES INC","000126","870.00","101249","12/27/2013","20027596","NET 45","752780","  .00%",".00","870.00","02/11/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","12/13","","","","","","W","12/31/2013","","","No collection Info","000707","","","101249","","","12/27/13","VENDOR PORTAL","   145","    48","","870.00","    .00",".00","","","","TX","","",
"490","Open","Shipped","ST0001","STAGE STORES INC","000127","1,560.00","101250","12/27/2013","20027597","NET 45","752780","  .00%",".00","1,560.00","02/11/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","12/13","","","","","","W","12/31/2013","","","No collection Info","000707","","","101250","G328","","12/27/13","VENDOR PORTAL","   300","    40","168695","1,560.00","    .00",".00","","","","TX","","",
"491","Open","Shipped","ST0001","STAGE STORES INC","000126","1,419.00","101251","12/27/2013","20027598","NET 45","752780","  .00%",".00","1,419.00","02/11/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","12/13","","","","","","W","12/31/2013","","","No collection Info","000707","","","101251","","","12/27/13","VENDOR PORTAL","   252","    42","","1,419.00","    .00",".00","","","","TX","","",
"492","Open","Shipped","ST0001","STAGE STORES INC","000126","1,344.00","101252","12/27/2013","20027599","NET 45","752780","  .00%",".00","1,344.00","02/11/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","12/13","","","","","","W","12/31/2013","","","No collection Info","000707","","","101252","","","12/27/13","VENDOR PORTAL","   336","    28","","1,344.00","    .00",".00","","","","TX","","",
"493","Open","Shipped","ST0001","STAGE STORES INC","000126","1,488.00","101253","12/27/2013","20027600","NET 45","752780","  .00%",".00","1,488.00","02/11/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","12/13","","","","","","W","12/31/2013","","","No collection Info","000707","","","101253","","","12/27/13","VENDOR PORTAL","   336","    28","","1,488.00","    .00",".00","","","","TX","","",
"494","Open","Shipped","ST0001","STAGE STORES INC","000126","1,896.00","101254","12/27/2013","20027601","NET 45","752780","  .00%",".00","1,896.00","02/11/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","12/13","","","","","","W","12/31/2013","","","No collection Info","000707","","","101254","","","12/27/13","VENDOR PORTAL","   360","    30","","1,896.00","    .00",".00","","","","TX","","",
"495","Open","Shipped","ST0001","STAGE STORES INC","000126","1,488.00","101255","12/27/2013","20027602","NET 45","752780","  .00%",".00","1,488.00","02/11/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","12/13","","","","","","W","12/31/2013","","","No collection Info","000707","","","101255","","","12/27/13","VENDOR PORTAL","   262","    41","","1,488.00","    .00",".00","","","","TX","","",
"496","Open","Shipped","ST0001","STAGE STORES INC","000126","1,392.00","101256","12/27/2013","20027603","NET 45","752780","  .00%",".00","1,392.00","02/11/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","12/13","","","","","","W","12/31/2013","","","No collection Info","000707","","","101256","","","12/27/13","VENDOR PORTAL","   312","    28","","1,392.00","    .00",".00","","","","TX","","",
"497","Open","Shipped","ST0001","STAGE STORES INC","000126","1,920.00","101257","12/27/2013","20027604","NET 45","752780","  .00%",".00","1,920.00","02/11/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","12/13","","","","","","W","12/31/2013","","","No collection Info","000707","","","101257","","","12/27/13","VENDOR PORTAL","   480","    40","","1,920.00","    .00",".00","","","","TX","","",
"498","Open","Shipped","ST0001","STAGE STORES INC","000126","2,148.00","101258","12/27/2013","20027605","NET 45","752780","  .00%",".00","2,148.00","02/11/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","12/13","","","","","","W","12/31/2013","","","No collection Info","000707","","","101258","","","12/27/13","VENDOR PORTAL","   456","    38","","2,148.00","    .00",".00","","","","TX","","",
"499","Open","Shipped","ST0001","STAGE STORES INC","000126","1,788.00","101259","12/27/2013","20027606","NET 45","752780","  .00%",".00","1,788.00","02/11/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","12/13","","","","","","W","12/31/2013","","","No collection Info","000707","","","101259","","","12/27/13","VENDOR PORTAL","   372","    31","","1,788.00","    .00",".00","","","","TX","","",
"500","Open","Shipped","ST0001","STAGE STORES INC","000126","1,824.00","101260","12/27/2013","20027607","NET 45","752780","  .00%",".00","1,824.00","02/11/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","12/13","","","","","","W","12/31/2013","","","No collection Info","000707","","","101260","","","12/27/13","VENDOR PORTAL","   438","    37","","1,824.00","    .00",".00","","","","TX","","",
"501","Open","Shipped","ST0001","STAGE STORES INC","000126","1,536.00","101261","12/27/2013","20027608","NET 45","752780","  .00%",".00","1,536.00","02/11/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","12/13","","","","","","W","12/31/2013","","","No collection Info","000707","","","101261","","","12/27/13","VENDOR PORTAL","   384","    32","","1,536.00","    .00",".00","","","","TX","","",
"502","Open","Shipped","ST0001","STAGE STORES INC","000126","768.00","101262","12/27/2013","20027609","NET 45","752780","  .00%",".00","768.00","02/11/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","12/13","","","","","","W","12/31/2013","","","No collection Info","000707","","","101262","","","12/27/13","VENDOR PORTAL","   192","    16","","768.00","    .00",".00","","","","TX","","",
"503","Open","Shipped","ST0001","STAGE STORES INC","000126","960.00","101263","12/27/2013","20027610","NET 45","752780","  .00%",".00","960.00","02/11/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","12/13","","","","","","W","12/31/2013","","","No collection Info","000707","","","101263","","","12/27/13","VENDOR PORTAL","   240","    40","","960.00","    .00",".00","","","","TX","","",
"504","Open","Shipped","ST0001","STAGE STORES INC","000126","546.00","101264","12/27/2013","20027611","NET 45","752780","  .00%",".00","546.00","02/11/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","12/13","","","","","","W","12/31/2013","","","No collection Info","000707","","","101264","","","12/27/13","VENDOR PORTAL","   126","    20","","546.00","    .00",".00","","","","TX","","",
"505","Open","Shipped","ST0001","STAGE STORES INC","000126","1,260.00","101265","12/27/2013","20027612","NET 45","752780","  .00%",".00","1,260.00","02/11/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","12/13","","","","","","W","12/31/2013","","","No collection Info","000707","","","101265","","","12/27/13","VENDOR PORTAL","   210","    35","","1,260.00","    .00",".00","","","","TX","","",
"506","Open","Shipped","ST0001","STAGE STORES INC","000126","2,253.00","101266","12/27/2013","20027613","NET 45","752780","  .00%",".00","2,253.00","02/11/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","12/13","","","","","","W","12/31/2013","","","No collection Info","000707","","","101266","","","12/27/13","VENDOR PORTAL","   390","    61","","2,253.00","    .00",".00","","","","TX","","",
"507","Open","Shipped","ST0001","STAGE STORES INC","000127","1,398.00","101267","12/27/2013","20027614","NET 45","752780","  .00%",".00","1,398.00","02/11/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","12/13","","","","","","W","12/31/2013","","","No collection Info","000707","","","101267","","","12/27/13","VENDOR PORTAL","   234","    39","","1,398.00","    .00",".00","","","","TX","","",
"508","Open","Shipped","BS0001","BOSCOVS","000123","210.00","101268","12/26/2013","690135","NET 30","813035","  .00%",".00","210.00","01/26/2014",".00","Invoice",".00","PB","","Current"," 30","","AF","12/13","","","","","","W","12/26/2013","","","No collection Info","000434","","","101268","G323","","12/26/13","GREAT CENTRAL T","    60","     5","168746","210.00","    .00",".00","000024","","","PA","","",
"509","Open","Shipped","BS0001","BOSCOVS","000123","210.00","101269","12/26/2013","690135","NET 30","813035","  .00%",".00","210.00","01/26/2014",".00","Invoice",".00","PB","","Current"," 30","","AF","12/13","","","","","","W","12/26/2013","","","No collection Info","002530","","","101269","G323","","12/26/13","GREAT CENTRAL T","    60","     5","168746","210.00","    .00",".00","000024","","","PA","","",
"510","Open","Shipped","BS0001","BOSCOVS","000123","336.00","101270","12/26/2013","690135","NET 30","813035","  .00%",".00","336.00","01/26/2014",".00","Invoice",".00","PB","","Current"," 30","","AF","12/13","","","","","","W","12/26/2013","","","No collection Info","002532","","","101270","G323","","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","PA","","",
"511","Open","Shipped","BS0001","BOSCOVS","000123","336.00","101271","12/26/2013","690135","NET 30","813035","  .00%",".00","336.00","01/26/2014",".00","Invoice",".00","PB","","Current"," 30","","AF","12/13","","","","","","W","12/26/2013","","","No collection Info","002533","","","101271","G323","","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","PA","","",
"512","Open","Shipped","BS0001","BOSCOVS","000123","336.00","101272","12/26/2013","690135","NET 30","813035","  .00%",".00","336.00","01/26/2014",".00","Invoice",".00","PB","","Current"," 30","","AF","12/13","","","","","","W","12/26/2013","","","No collection Info","002534","","","101272","G323","","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","PA","","",
"513","Open","Shipped","BS0001","BOSCOVS","000123","336.00","101273","12/26/2013","690135","NET 30","813035","  .00%",".00","336.00","01/26/2014",".00","Invoice",".00","PB","","Current"," 30","","AF","12/13","","","","","","W","12/26/2013","","","No collection Info","002535","","","101273","G323","","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","PA","","",
"514","Open","Shipped","BS0001","BOSCOVS","000123","336.00","101274","12/26/2013","690135","NET 30","813035","  .00%",".00","336.00","01/26/2014",".00","Invoice",".00","PB","","Current"," 30","","AF","12/13","","","","","","W","12/26/2013","","","No collection Info","002536","","","101274","G323","","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","PA","","",
"515","Open","Shipped","BS0001","BOSCOVS","000123","210.00","101275","12/26/2013","690135","NET 30","813035","  .00%",".00","210.00","01/26/2014",".00","Invoice",".00","PB","","Current"," 30","","AF","12/13","","","","","","W","12/26/2013","","","No collection Info","002537","","","101275","G323","","12/26/13","GREAT CENTRAL T","    60","     5","168746","210.00","    .00",".00","000024","","","DE","","",
"516","Open","Shipped","BS0001","BOSCOVS","000123","336.00","101276","12/26/2013","690135","NET 30","813035","  .00%",".00","336.00","01/26/2014",".00","Invoice",".00","PB","","Current"," 30","","AF","12/13","","","","","","W","12/26/2013","","","No collection Info","002539","","","101276","G323","","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","PA","","",
"517","Open","Shipped","BS0001","BOSCOVS","000123","336.00","101277","12/26/2013","690135","NET 30","813035","  .00%",".00","336.00","01/26/2014",".00","Invoice",".00","PB","","Current"," 30","","AF","12/13","","","","","","W","12/26/2013","","","No collection Info","002541","","","101277","G323","","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","DE","","",
"518","Open","Shipped","BS0001","BOSCOVS","000123","336.00","101278","12/26/2013","690135","NET 30","813035","  .00%",".00","336.00","01/26/2014",".00","Invoice",".00","PB","","Current"," 30","","AF","12/13","","","","","","W","12/26/2013","","","No collection Info","002543","","","101278","G323","","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","NJ","","",
"519","Open","Shipped","BS0001","BOSCOVS","000123","336.00","101279","12/26/2013","690135","NET 30","813035","  .00%",".00","336.00","01/26/2014",".00","Invoice",".00","PB","","Current"," 30","","AF","12/13","","","","","","W","12/26/2013","","","No collection Info","002544","","","101279","G323","","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","PA","","",
"520","Open","Shipped","BS0001","BOSCOVS","000123","336.00","101280","12/26/2013","690135","NET 30","813035","  .00%",".00","336.00","01/26/2014",".00","Invoice",".00","PB","","Current"," 30","","AF","12/13","","","","","","W","12/26/2013","","","No collection Info","002545","","","101280","G323","","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","PA","","",
"521","Open","Shipped","BS0001","BOSCOVS","000123","336.00","101281","12/26/2013","690135","NET 30","813035","  .00%",".00","336.00","01/26/2014",".00","Invoice",".00","PB","","Current"," 30","","AF","12/13","","","","","","W","12/26/2013","","","No collection Info","002547","","","101281","G323","","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","NJ","","",
"522","Open","Shipped","BS0001","BOSCOVS","000123","336.00","101282","12/26/2013","690135","NET 30","813035","  .00%",".00","336.00","01/26/2014",".00","Invoice",".00","PB","","Current"," 30","","AF","12/13","","","","","","W","12/26/2013","","","No collection Info","002548","","","101282","G323","","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","NJ","","",
"523","Open","Shipped","BS0001","BOSCOVS","000123","336.00","101283","12/26/2013","690135","NET 30","813035","  .00%",".00","336.00","01/26/2014",".00","Invoice",".00","PB","","Current"," 30","","AF","12/13","","","","","","W","12/26/2013","","","No collection Info","002549","","","101283","G323","","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","MD","","",
"524","Open","Shipped","BS0001","BOSCOVS","000123","210.00","101284","12/26/2013","690135","NET 30","813035","  .00%",".00","210.00","01/26/2014",".00","Invoice",".00","PB","","Current"," 30","","AF","12/13","","","","","","W","12/26/2013","","","No collection Info","002550","","","101284","G323","","12/26/13","GREAT CENTRAL T","    60","     5","168746","210.00","    .00",".00","000024","","","OH","","",
"525","Open","Shipped","BS0001","BOSCOVS","000123","336.00","101285","12/26/2013","690135","NET 30","813035","  .00%",".00","336.00","01/26/2014",".00","Invoice",".00","PB","","Current"," 30","","AF","12/13","","","","","","W","12/26/2013","","","No collection Info","002551","","","101285","G323","","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","MD","","",
"526","Open","Shipped","BS0001","BOSCOVS","000123","336.00","101286","12/26/2013","690135","NET 30","813035","  .00%",".00","336.00","01/26/2014",".00","Invoice",".00","PB","","Current"," 30","","AF","12/13","","","","","","W","12/26/2013","","","No collection Info","002552","","","101286","G323","","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","PA","","",
"527","Open","Shipped","BS0001","BOSCOVS","000123","336.00","101287","12/26/2013","690135","NET 30","813035","  .00%",".00","336.00","01/26/2014",".00","Invoice",".00","PB","","Current"," 30","","AF","12/13","","","","","","W","12/26/2013","","","No collection Info","002553","","","101287","G323","","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","PA","","",
"528","Open","Shipped","BS0001","BOSCOVS","000124","336.00","101288","12/26/2013","690135","NET 30","813035","  .00%",".00","336.00","01/26/2014",".00","Invoice",".00","PB","","Current"," 30","","AF","12/13","","","","","","W","12/26/2013","","","No collection Info","002554","","","101288","G323","","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","NJ","","",
"529","Open","Shipped","BS0001","BOSCOVS","000124","336.00","101289","12/26/2013","690135","NET 30","813035","  .00%",".00","336.00","01/26/2014",".00","Invoice",".00","PB","","Current"," 30","","AF","12/13","","","","","","W","12/26/2013","","","No collection Info","002555","","","101289","G323","","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","NJ","","",
"530","Open","Shipped","BS0001","BOSCOVS","000124","336.00","101290","12/26/2013","690135","NET 30","813035","  .00%",".00","336.00","01/26/2014",".00","Invoice",".00","PB","","Current"," 30","","AF","12/13","","","","","","W","12/26/2013","","","No collection Info","002556","","","101290","G323","","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","PA","","",
"531","Open","Shipped","BS0001","BOSCOVS","000124","210.00","101291","12/26/2013","690135","NET 30","813035","  .00%",".00","210.00","01/26/2014",".00","Invoice",".00","PB","","Current"," 30","","AF","12/13","","","","","","W","12/26/2013","","","No collection Info","002557","","","101291","G323","","12/26/13","GREAT CENTRAL T","    60","     5","168746","210.00","    .00",".00","000024","","","PA","","",
"532","Open","Shipped","BS0001","BOSCOVS","000124","336.00","101292","12/26/2013","690135","NET 30","813035","  .00%",".00","336.00","01/26/2014",".00","Invoice",".00","PB","","Current"," 30","","AF","12/13","","","","","","W","12/26/2013","","","No collection Info","002558","","","101292","G323","","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","PA","","",
"533","Open","Shipped","BS0001","BOSCOVS","000124","336.00","101293","12/26/2013","690135","NET 30","813035","  .00%",".00","336.00","01/26/2014",".00","Invoice",".00","PB","","Current"," 30","","AF","12/13","","","","","","W","12/26/2013","","","No collection Info","002559","","","101293","G323","","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","PA","","",
"534","Open","Shipped","BS0001","BOSCOVS","000124","336.00","101294","12/26/2013","690135","NET 30","813035","  .00%",".00","336.00","01/26/2014",".00","Invoice",".00","PB","","Current"," 30","","AF","12/13","","","","","","W","12/26/2013","","","No collection Info","002560","","","101294","G323","","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","NJ","","",
"535","Open","Shipped","BS0001","BOSCOVS","000124","336.00","101295","12/26/2013","690135","NET 30","813035","  .00%",".00","336.00","01/26/2014",".00","Invoice",".00","PB","","Current"," 30","","AF","12/13","","","","","","W","12/26/2013","","","No collection Info","002561","","","101295","G323","","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","PA","","",
"536","Open","Shipped","BS0001","BOSCOVS","000124","336.00","101296","12/26/2013","690135","NET 30","813035","  .00%",".00","336.00","01/26/2014",".00","Invoice",".00","PB","","Current"," 30","","AF","12/13","","","","","","W","12/26/2013","","","No collection Info","002562","","","101296","G323","","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","NY","","",
"537","Open","Shipped","BS0001","BOSCOVS","000124","210.00","101297","12/26/2013","690135","NET 30","813035","  .00%",".00","210.00","01/26/2014",".00","Invoice",".00","PB","","Current"," 30","","AF","12/13","","","","","","W","12/26/2013","","","No collection Info","002563","","","101297","G323","","12/26/13","GREAT CENTRAL T","    60","     5","168746","210.00","    .00",".00","000024","","","PA","","",
"538","Open","Shipped","BS0001","BOSCOVS","000124","336.00","101298","12/26/2013","690135","NET 30","813035","  .00%",".00","336.00","01/26/2014",".00","Invoice",".00","PB","","Current"," 30","","AF","12/13","","","","","","W","12/26/2013","","","No collection Info","002564","","","101298","G323","","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","PA","","",
"539","Open","Shipped","BS0001","BOSCOVS","000124","336.00","101299","12/26/2013","690135","NET 30","813035","  .00%",".00","336.00","01/26/2014",".00","Invoice",".00","PB","","Current"," 30","","AF","12/13","","","","","","W","12/26/2013","","","No collection Info","002565","","","101299","G323","","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","PA","","",
"540","Open","Shipped","BS0001","BOSCOVS","000124","336.00","101300","12/26/2013","690135","NET 30","813035","  .00%",".00","336.00","01/26/2014",".00","Invoice",".00","PB","","Current"," 30","","AF","12/13","","","","","","W","12/26/2013","","","No collection Info","002566","","","101300","G323","","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","NY","","",
"541","Open","Shipped","BS0001","BOSCOVS","000124","336.00","101301","12/26/2013","690135","NET 30","813035","  .00%",".00","336.00","01/26/2014",".00","Invoice",".00","PB","","Current"," 30","","AF","12/13","","","","","","W","12/26/2013","","","No collection Info","002567","","","101301","G323","","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","DE","","",
"542","Open","Shipped","BS0001","BOSCOVS","000124","210.00","101302","12/26/2013","690135","NET 30","813035","  .00%",".00","210.00","01/26/2014",".00","Invoice",".00","PB","","Current"," 30","","AF","12/13","","","","","","W","12/26/2013","","","No collection Info","002568","","","101302","G323","","12/26/13","GREAT CENTRAL T","    60","     5","168746","210.00","    .00",".00","000024","","","NJ","","",
"543","Open","Shipped","BS0001","BOSCOVS","000124","210.00","101303","12/26/2013","690135","NET 30","813035","  .00%",".00","210.00","01/26/2014",".00","Invoice",".00","PB","","Current"," 30","","AF","12/13","","","","","","W","12/26/2013","","","No collection Info","002569","","","101303","G323","","12/26/13","GREAT CENTRAL T","    60","     5","168746","210.00","    .00",".00","000024","","","NJ","","",
