"Seq","Status","Account No.","Name","Type","Reference","Amount*","Freight*","Disc%","Discount*","Other*","Balance*","Terms","Salesperson","Date","Factor","Division","Aging","Past Due Status","Due Days","Due Date","Charge Back No.","Sales Period","Date Paid","Batch","Cust Ck No.","Cust Ck Date","Cust Ck Amount","Assign. No.","Assign. Date","Reason","Description","Collection","Cust PO","Ship-To","Approval","Cust ChgBack No.","Remarks","Trail","Manifest","Rank","State", 
"655","Open","WH0001","W&W WHOLESALE, INC.","Invoice","101460","57,891.00",".00","  .00%",".00",".00","57,891.00","ROG + 60","ES","01/23/2014","W","PB","","Current"," 65","03/29/2014","","01/14","","","","","","000140","01/27/2014","","","No collection Info","6482","WH0001","882373","","","101460","","","CA",
"656","Open","WH0001","W&W WHOLESALE, INC.","Invoice","101461","49,962.00",".00","  .00%",".00",".00","49,962.00","ROG + 60","ES","01/20/2014","W","PB","","Current"," 65","03/26/2014","","01/14","","","","","","000137","01/21/2014","","","No collection Info","6483","WH0001","882373","","","101461","","","CA",
"657","Open","LT0001","LTD COMMODITIES LLC","Invoice","101462","1,080.00",".00","  .00%",".00",".00","1,080.00","NET 30","EE","01/16/2014","W","PB","","Current"," 30","02/15/2014","","01/14","","","","","","","","","","No collection Info","KLB01091401","LT0001","889955","","","101462","","","IL",
"658","Open","TJ0001","TJ MAXX","Invoice","101463","15,504.00",".00","  .00%",".00",".00","15,504.00","NET 60","AF","01/30/2014","W","PB","","Current"," 60","03/17/2014","","01/14","","","","","","000144","01/31/2014","","","No collection Info","40 852633","TJ0894","414277","","","101463","","","",
"659","Open","TJ0001","TJ MAXX","Invoice","101464","5,856.00",".00","  .00%",".00",".00","5,856.00","NET 60","AF","01/30/2014","W","PB","","Current"," 60","03/31/2014","","01/14","","","","","","000144","01/31/2014","","","No collection Info","60 852633","TJ0896","414277","","","101464","","","MA",
"660","Open","TJ0001","TJ MAXX","Invoice","101465","11,280.00",".00","  .00%",".00",".00","11,280.00","NET 60","AF","01/30/2014","W","PB","","Current"," 60","03/31/2014","","01/14","","","","","","000144","01/31/2014","","","No collection Info","70 852633","TJ0897","414277","","","101465","","","IN",
"661","Open","TJ0001","TJ MAXX","Invoice","101466","8,160.00",".00","  .00%",".00",".00","8,160.00","NET 60","AF","01/30/2014","W","PB","","Current"," 60","03/31/2014","","01/14","","","","","","000144","01/31/2014","","","No collection Info","80 852633","TJ0898","414277","","","101466","","","NV",
"662","Open","ZU0001","ZULILY","Invoice","101467","14,986.50",".00","  .00%",".00","1,149.00","14,986.50","NET 30","EE","01/20/2014","W","PB","","Current"," 30","02/19/2014","","01/14","","","","","","000137","01/21/2014","","","No collection Info","70928-P0000JAMQG-6-2","001416","889881","","APPLY SHORTAGES WHEN PAYMENT IS MADE","101467","","","NV",
"663","Open","AA0001","AAFES-ARMY/AIR FORCE","Invoice","101468","11,160.00",".00","  .00%",".00",".00","11,160.00","NET 60","AF","01/22/2014","W","PB","","Current"," 60","03/23/2014","","01/14","","","","","","","","","","No collection Info","0065039032","002925","903683","","","101468","","","JA",
"664","Open","SK0001","SHOPKO STORES OPERAT","Invoice","101469","3,648.00",".00","  .00%",".00",".00","3,648.00","NET 60","DS","01/22/2014","W","PB","","Current"," 60","03/23/2014","","01/14","","","","","","","","","","No collection Info","012390908D","SK0996","TEST","","","101469","","","IN",
"665","Open","SK0001","SHOPKO STORES OPERAT","Invoice","101470","6,566.40",".00","  .00%",".00",".00","6,566.40","NET 60","DS","01/22/2014","W","PB","","Current"," 60","03/23/2014","","01/14","","","","","","","","","","No collection Info","012390908C","SK0997","TEST","","","101470","","","ID",
"666","Open","SK0001","SHOPKO STORES OPERAT","Invoice","101471","11,308.80",".00","  .00%",".00",".00","11,308.80","NET 60","DS","01/22/2014","W","PB","","Current"," 60","03/23/2014","","01/14","","","","","","","","","","No collection Info","012390908B","SK0998","TEST","","","101471","","","NE",
"667","Open","SK0001","SHOPKO STORES OPERAT","Invoice","101472","9,849.60",".00","  .00%",".00",".00","9,849.60","NET 60","DS","01/22/2014","W","PB","","Current"," 60","03/23/2014","","01/14","","","","","","","","","","No collection Info","012390908A","SK0999","TEST","","","101472","","","WI",
"668","Open","KO0001","OK KIDS","Invoice","101474","5,562.00",".00","  .00%",".00",".00","5,562.00","NET 30","EE","01/15/2014","W","PB","","Current"," 30","02/14/2014","","01/14","","","","","","000141","01/28/2014","","","No collection Info","DIRECT 1219","KO0001","Line GB","","","101474","","","CN",
"669","Open","KO0001","OK KIDS","Invoice","101475","3,684.00",".00","  .00%",".00",".00","3,684.00","NET 30","EE","01/15/2014","W","PB","","Current"," 30","02/14/2014","","01/14","","","","","","000141","01/28/2014","","","No collection Info","DIRECT 1219","KO0001","Line GB","","","101475","","","CN",
"670","Open","SK0001","SHOPKO STORES OPERAT","Invoice","101478","1,596.00",".00","  .00%",".00",".00","1,596.00","NET 60","DS","01/27/2014","W","PB","","Current"," 60","03/28/2014","","01/14","","","","","","","","","","No collection Info","12390909","SK0997","732848","","","101478","","","ID",
"671","Open","SK0001","SHOPKO STORES OPERAT","Invoice","101479","3,237.60",".00","  .00%",".00",".00","3,237.60","NET 60","DS","01/27/2014","W","PB","","Current"," 60","03/28/2014","","01/14","","","","","","","","","","No collection Info","12390914","SK0997","732848","","","101479","","","ID",
"672","Open","SK0001","SHOPKO STORES OPERAT","Invoice","101480","1,664.40",".00","  .00%",".00",".00","1,664.40","NET 60","DS","01/27/2014","W","PB","","Current"," 60","03/28/2014","","01/14","","","","","","","","","","No collection Info","12390909","SK0998","732848","","","101480","","","NE",
"673","Open","SK0001","SHOPKO STORES OPERAT","Invoice","101481","2,872.80",".00","  .00%",".00",".00","2,872.80","NET 60","DS","01/27/2014","W","PB","","Current"," 60","03/28/2014","","01/14","","","","","","","","","","No collection Info","12390914","SK0998","732848","","","101481","","","NE",
"674","Open","SK0001","SHOPKO STORES OPERAT","Invoice","101482","1,641.60",".00","  .00%",".00",".00","1,641.60","NET 60","DS","01/27/2014","W","PB","","Current"," 60","03/28/2014","","01/14","","","","","","","","","","No collection Info","12390909","SK0999","732848","","","101482","","","WI",
"675","Open","SK0001","SHOPKO STORES OPERAT","Invoice","101483","2,713.20",".00","  .00%",".00",".00","2,713.20","NET 60","DS","01/27/2014","W","PB","","Current"," 60","03/28/2014","","01/14","","","","","","","","","","No collection Info","12390914","SK0999","732848","","","101483","","","WI",
"676","Open","AE0001","A&E STORES","Invoice","101484","720.00",".00","  .00%",".00",".00","720.00","NET 30","EE","01/31/2014","W","PB","","Current"," 30","03/02/2014","","01/14","","","","","","000145","02/03/2014","","","No collection Info","KF973B","001420","899053","","","101484","","","NJ",
"677","Open","AE0001","A&E STORES","Invoice","101485","693.00",".00","  .00%",".00",".00","693.00","NET 30","EE","01/31/2014","W","PB","","Current"," 30","03/02/2014","","01/14","","","","","","000145","02/03/2014","","","No collection Info","KF974B","001420","899052","","","101485","","","NJ",
"678","Open","AE0001","A&E STORES","Invoice","101486","567.00",".00","  .00%",".00",".00","567.00","NET 30","EE","01/31/2014","W","PB","","Current"," 30","03/02/2014","","01/14","","","","","","000145","02/03/2014","","","No collection Info","KF975B","001420","899051","","","101486","","","NJ",
"679","Open","AE0001","A&E STORES","Invoice","101487","540.00",".00","  .00%",".00",".00","540.00","NET 30","EE","01/31/2014","W","PB","","Current"," 30","03/02/2014","","01/14","","","","","","000145","02/03/2014","","","No collection Info","KF976B","001420","899054","","","101487","","","NJ",
"680","Open","KO0001","OK KIDS","Invoice","101488","3,240.00",".00","  .00%",".00",".00","3,240.00","NET 30","EE","01/14/2014","W","PB","","Current"," 30","02/13/2014","","01/14","","","","","","000141","01/28/2014","","","No collection Info","DIRECT 1219","KO0001","Line GB","","","101488","","","CN",
"681","Open","BB0001","BIG AL'S DEPARTMENT","Invoice","101489","127.80",".00"," 1.00%","1.28",".00","127.80","1% 10 EOM + 30","EE","01/28/2014","W","PB","","Current","  0","03/10/2014","","01/14","","","","","","","","","","No collection Info","608727","BB0001","781638","","","101489","","","NY",
"682","Open","BD0001","BAMBI DE HUMACAO INC","Invoice","101490","3,758.40",".00","  .00%",".00",".00","3,758.40","NET 30","BB","01/28/2014","W","PB","","Current"," 30","02/27/2014","","01/14","","","","","","","","","","No collection Info","5105","BD0001","530465","","","101490","","","PR",
"683","Open","CE0001","CENTURY 21 DEPT STOR","Invoice","101491","1,560.00",".00","  .00%",".00",".00","1,560.00","NET 30","AF","01/28/2014","W","PB","","Current"," 30","02/27/2014","","01/14","","","","","","","","","","No collection Info","243099","CE0001","555211","","","101491","","","NJ",
"684","Open","CI0001","CITITRENDS FASHIONS","Invoice","101492","1,440.00",".00","  .00%",".00",".00","1,440.00","ROG + 60","AF","01/28/2014","W","PB","","Current"," 65","04/03/2014","","01/14","","","","","","","","","","No collection Info","76373","CI0001","834205","","","101492","","","GA",
"685","Open","CK0001","COOKIES DEPT. STORES","Invoice","101493","511.20",".00"," 1.00%","5.11",".00","511.20","1% 10 EOM + 30","EE","01/28/2014","W","PB","","Current","  0","03/10/2014","","01/14","","","","","","","","","","No collection Info","608727","CK0005","783376","","","101493","","","NY",
"686","Open","CKC001","COOKIESKIDS.COM INC.","Invoice","101494","766.80",".00"," 1.00%","7.67",".00","766.80","1% 10 EOM + 30","EE","01/28/2014","W","PB","","Current","  0","03/10/2014","","01/14","","","","","","","","","","No collection Info","608727","CKC001","783371","","","101494","","","NY",
"687","Open","CM0001","COOKIE'S ON MELROSE","Invoice","101495","383.40",".00"," 1.00%","3.83",".00","383.40","1% 10 EOM + 30","EE","01/28/2014","W","PB","","Current","  0","03/10/2014","","01/14","","","","","","","","","","No collection Info","608727","CM0001","783373","","","101495","","","NY",
"688","Open","CT0001","COOKIE'S CHIDREN'S T","Invoice","101497","383.40",".00"," 1.00%","3.83",".00","383.40","1% 10 EOM + 30","EE","01/28/2014","W","PB","","Current","  0","03/10/2014","","01/14","","","","","","","","","","No collection Info","608727","CT0001","783379","","","101497","","","NY",
"689","Open","GB0001","GABRIEL BROTHERS","Invoice","101498","10,260.00",".00","  .00%",".00",".00","10,260.00","NET 30","AF","01/28/2014","W","PB","","Current"," 30","02/27/2014","","01/14","","","","","","","","","","No collection Info","100-0038000008 MM","GB0001","892979","","","101498","","","WV",
"690","Open","HD0001","HOLLAND'S DEPARTMENT","Invoice","101499","810.00",".00","  .00%",".00",".00","810.00","NET 30","EE","01/28/2014","W","PB","","Current"," 30","02/27/2014","","01/14","","","","","","","","","","No collection Info","01140","HD0001","908420","","","101499","","","TX",
"691","Open","IM0001","IMPORTADORA MADURO","Invoice","101500","4,434.48",".00","  .00%",".00",".00","4,434.48","NET 30","BB","01/28/2014","W","PB","","Current"," 30","02/27/2014","","01/14","","","","","","","","","","No collection Info","68480","IM0001","692075","","","101500","","","FL",
"692","Open","IM0001","IMPORTADORA MADURO","Invoice","101501","3,942.00",".00","  .00%",".00",".00","3,942.00","NET 30","BB","01/28/2014","W","PB","","Current"," 30","02/27/2014","","01/14","","","","","","","","","","No collection Info","68551","IM0001","692082","","","101501","","","FL",
"693","Open","IM0001","IMPORTADORA MADURO","Invoice","101502","2,349.00",".00","  .00%",".00",".00","2,349.00","NET 30","BB","01/28/2014","W","PB","","Current"," 30","02/27/2014","","01/14","","","","","","","","","","No collection Info","68552","IM0001","692084","","","101502","","","FL",
"694","Open","IM0001","IMPORTADORA MADURO","Invoice","101503","2,349.00",".00","  .00%",".00",".00","2,349.00","NET 30","BB","01/28/2014","W","PB","","Current"," 30","02/27/2014","","01/14","","","","","","","","","","No collection Info","68553","IM0001","692087","","","101503","","","FL",
"695","Open","IM0001","IMPORTADORA MADURO","Invoice","101504","882.00",".00","  .00%",".00",".00","882.00","NET 30","BB","01/28/2014","W","PB","","Current"," 30","02/27/2014","","01/14","","","","","","","","","","No collection Info","68554","IM0001","692090","","","101504","","","FL",
"696","Open","SU0001","SUNSHINE STORES INC.","Invoice","101508","255.60",".00"," 1.00%","2.56",".00","255.60","1% 10 EOM + 30","EE","01/28/2014","W","PB","","Current","  0","03/10/2014","","01/14","","","","","","","","","","No collection Info","608727","SU0001","781250","","","101508","","","NY",
"697","Open","SY0001","SANDYS","Invoice","101509","4,926.24",".00","  .00%",".00",".00","4,926.24","NET 30","BB","01/28/2014","W","PB","","Current"," 30","02/27/2014","","01/14","","","","","","","","","","No collection Info","1202","SY0001","604959","","","101509","","","FL",
"698","Open","TO0002","TOMLINSONS","Invoice","101510","450.00",".00","  .00%",".00",".00","450.00","NET 30","EE","01/28/2014","W","PB","","Current"," 30","02/27/2014","","01/14","","","","","","","","","","No collection Info","11440","TO0002","893252","","","101510","","","NC",
"699","Open","VF0001","VF OUTLET, INC.","Invoice","101511","288.00",".00","  .00%",".00",".00","288.00","NET 45","AF","01/29/2014","W","PB","","Current"," 45","03/15/2014","","01/14","","","","","","","","","","No collection Info","IBRMP0010129","002826","507266","","","101511","","","PA",
"700","Open","VF0001","VF OUTLET, INC.","Invoice","101512","156.00",".00","  .00%",".00",".00","156.00","NET 45","AF","01/29/2014","W","PB","","Current"," 45","03/15/2014","","01/14","","","","","","","","","","No collection Info","IBRMP0010209","002826","507269","","","101512","","","PA",
"701","Open","VF0001","VF OUTLET, INC.","Invoice","101513","72.00",".00","  .00%",".00",".00","72.00","NET 45","AF","01/29/2014","W","PB","","Current"," 45","03/15/2014","","01/14","","","","","","","","","","No collection Info","IBRMP0020129","002827","507266","","","101513","","","AL",
"702","Open","VF0001","VF OUTLET, INC.","Invoice","101514","39.00",".00","  .00%",".00",".00","39.00","NET 45","AF","01/29/2014","W","PB","","Current"," 45","03/15/2014","","01/14","","","","","","","","","","No collection Info","IBRMP0020209","002827","507269","","","101514","","","AL",
"703","Open","VF0001","VF OUTLET, INC.","Invoice","101515","72.00",".00","  .00%",".00",".00","72.00","NET 45","AF","01/29/2014","W","PB","","Current"," 45","03/15/2014","","01/14","","","","","","","","","","No collection Info","IBRMP0030129","002828","507266","","","101515","","","MA",
"704","Open","VF0001","VF OUTLET, INC.","Invoice","101516","39.00",".00","  .00%",".00",".00","39.00","NET 45","AF","01/29/2014","W","PB","","Current"," 45","03/15/2014","","01/14","","","","","","","","","","No collection Info","IBRMP0030209","002828","507269","","","101516","","","MA",
"705","Open","VF0001","VF OUTLET, INC.","Invoice","101517","72.00",".00","  .00%",".00",".00","72.00","NET 45","AF","01/29/2014","W","PB","","Current"," 45","03/15/2014","","01/14","","","","","","","","","","No collection Info","IBRMP0040129","002829","507266","","","101517","","","AL",
"706","Open","VF0001","VF OUTLET, INC.","Invoice","101518","39.00",".00","  .00%",".00",".00","39.00","NET 45","AF","01/29/2014","W","PB","","Current"," 45","03/15/2014","","01/14","","","","","","","","","","No collection Info","IBRMP0040209","002829","507269","","","101518","","","AL",
"707","Open","VF0001","VF OUTLET, INC.","Invoice","101519","72.00",".00","  .00%",".00",".00","72.00","NET 45","AF","01/29/2014","W","PB","","Current"," 45","03/15/2014","","01/14","","","","","","","","","","No collection Info","IBRMP0050129","002830","507266","","","101519","","","AZ",
"708","Open","VF0001","VF OUTLET, INC.","Invoice","101520","39.00",".00","  .00%",".00",".00","39.00","NET 45","AF","01/29/2014","W","PB","","Current"," 45","03/15/2014","","01/14","","","","","","","","","","No collection Info","IBRMP0050209","002830","507269","","","101520","","","AZ",
"709","Open","VF0001","VF OUTLET, INC.","Invoice","101521","72.00",".00","  .00%",".00",".00","72.00","NET 45","AF","01/29/2014","W","PB","","Current"," 45","03/15/2014","","01/14","","","","","","","","","","No collection Info","IBRMP0070129","002831","507266","","","101521","","","TX",
"710","Open","VF0001","VF OUTLET, INC.","Invoice","101522","39.00",".00","  .00%",".00",".00","39.00","NET 45","AF","01/29/2014","W","PB","","Current"," 45","03/15/2014","","01/14","","","","","","","","","","No collection Info","IBRMP0070209","002831","507269","","","101522","","","TX",
"711","Open","VF0001","VF OUTLET, INC.","Invoice","101523","72.00",".00","  .00%",".00",".00","72.00","NET 45","AF","01/29/2014","W","PB","","Current"," 45","03/15/2014","","01/14","","","","","","","","","","No collection Info","IBRMP0080129","002832","507266","","","101523","","","FL",
"712","Open","VF0001","VF OUTLET, INC.","Invoice","101524","39.00",".00","  .00%",".00",".00","39.00","NET 45","AF","01/29/2014","W","PB","","Current"," 45","03/15/2014","","01/14","","","","","","","","","","No collection Info","IBRMP0080209","002832","507269","","","101524","","","FL",
"713","Open","VF0001","VF OUTLET, INC.","Invoice","101525","72.00",".00","  .00%",".00",".00","72.00","NET 45","AF","01/29/2014","W","PB","","Current"," 45","03/15/2014","","01/14","","","","","","","","","","No collection Info","IBRMP0090129","002833","507266","","","101525","","","UT",
"714","Open","VF0001","VF OUTLET, INC.","Invoice","101526","39.00",".00","  .00%",".00",".00","39.00","NET 45","AF","01/29/2014","W","PB","","Current"," 45","03/15/2014","","01/14","","","","","","","","","","No collection Info","IBRMP0090209","002833","507269","","","101526","","","UT",
"715","Open","VF0001","VF OUTLET, INC.","Invoice","101527","72.00",".00","  .00%",".00",".00","72.00","NET 45","AF","01/29/2014","W","PB","","Current"," 45","03/15/2014","","01/14","","","","","","","","","","No collection Info","IBRMP0100129","002834","507266","","","101527","","","MS",
"716","Open","VF0001","VF OUTLET, INC.","Invoice","101528","39.00",".00","  .00%",".00",".00","39.00","NET 45","AF","01/29/2014","W","PB","","Current"," 45","03/15/2014","","01/14","","","","","","","","","","No collection Info","IBRMP0100209","002834","507269","","","101528","","","MS",
"717","Open","VF0001","VF OUTLET, INC.","Invoice","101529","72.00",".00","  .00%",".00",".00","72.00","NET 45","AF","01/29/2014","W","PB","","Current"," 45","03/15/2014","","01/14","","","","","","","","","","No collection Info","IBRMP0110129","002835","507266","","","101529","","","TN",
"718","Open","VF0001","VF OUTLET, INC.","Invoice","101530","39.00",".00","  .00%",".00",".00","39.00","NET 45","AF","01/29/2014","W","PB","","Current"," 45","03/15/2014","","01/14","","","","","","","","","","No collection Info","IBRMP0110209","002835","507269","","","101530","","","TN",
"719","Open","VF0001","VF OUTLET, INC.","Invoice","101531","72.00",".00","  .00%",".00",".00","72.00","NET 45","AF","01/29/2014","W","PB","","Current"," 45","03/15/2014","","01/14","","","","","","","","","","No collection Info","IBRMP0120129","002836","507266","","","101531","","","TN",
"720","Open","VF0001","VF OUTLET, INC.","Invoice","101532","39.00",".00","  .00%",".00",".00","39.00","NET 45","AF","01/29/2014","W","PB","","Current"," 45","03/15/2014","","01/14","","","","","","","","","","No collection Info","IBRMP0120209","002836","507269","","","101532","","","TN",
"721","Open","VF0001","VF OUTLET, INC.","Invoice","101533","72.00",".00","  .00%",".00",".00","72.00","NET 45","AF","01/29/2014","W","PB","","Current"," 45","03/15/2014","","01/14","","","","","","","","","","No collection Info","IBRMP0130129","002837","507266","","","101533","","","LA",
"722","Open","VF0001","VF OUTLET, INC.","Invoice","101534","39.00",".00","  .00%",".00",".00","39.00","NET 45","AF","01/29/2014","W","PB","","Current"," 45","03/15/2014","","01/14","","","","","","","","","","No collection Info","IBRMP0130209","002837","507269","","","101534","","","LA",
"723","Open","VF0001","VF OUTLET, INC.","Invoice","101535","72.00",".00","  .00%",".00",".00","72.00","NET 45","AF","01/29/2014","W","PB","","Current"," 45","03/15/2014","","01/14","","","","","","","","","","No collection Info","IBRMP0140129","002838","507266","","","101535","","","TX",
"724","Open","VF0001","VF OUTLET, INC.","Invoice","101536","39.00",".00","  .00%",".00",".00","39.00","NET 45","AF","01/29/2014","W","PB","","Current"," 45","03/15/2014","","01/14","","","","","","","","","","No collection Info","IBRMP0140209","002838","507269","","","101536","","","TX",
"725","Open","VF0001","VF OUTLET, INC.","Invoice","101537","72.00",".00","  .00%",".00",".00","72.00","NET 45","AF","01/29/2014","W","PB","","Current"," 45","03/15/2014","","01/14","","","","","","","","","","No collection Info","IBRMP0150129","002839","507266","","","101537","","","TX",
"726","Open","VF0001","VF OUTLET, INC.","Invoice","101538","39.00",".00","  .00%",".00",".00","39.00","NET 45","AF","01/29/2014","W","PB","","Current"," 45","03/15/2014","","01/14","","","","","","","","","","No collection Info","IBRMP0150209","002839","507269","","","101538","","","TX",
"727","Open","VF0001","VF OUTLET, INC.","Invoice","101539","72.00",".00","  .00%",".00",".00","72.00","NET 45","AF","01/29/2014","W","PB","","Current"," 45","03/15/2014","","01/14","","","","","","","","","","No collection Info","IBRMP0160129","002840","507266","","","101539","","","KY",
"728","Open","VF0001","VF OUTLET, INC.","Invoice","101540","39.00",".00","  .00%",".00",".00","39.00","NET 45","AF","01/29/2014","W","PB","","Current"," 45","03/15/2014","","01/14","","","","","","","","","","No collection Info","IBRMP0160209","002840","507269","","","101540","","","KY",
"729","Open","VF0001","VF OUTLET, INC.","Invoice","101541","72.00",".00","  .00%",".00",".00","72.00","NET 45","AF","01/29/2014","W","PB","","Current"," 45","03/15/2014","","01/14","","","","","","","","","","No collection Info","IBRMP0170129","002841","507266","","","101541","","","PA",
"730","Open","VF0001","VF OUTLET, INC.","Invoice","101542","39.00",".00","  .00%",".00",".00","39.00","NET 45","AF","01/29/2014","W","PB","","Current"," 45","03/15/2014","","01/14","","","","","","","","","","No collection Info","IBRMP0170209","002841","507269","","","101542","","","PA",
"731","Open","VF0001","VF OUTLET, INC.","Invoice","101543","72.00",".00","  .00%",".00",".00","72.00","NET 45","AF","01/29/2014","W","PB","","Current"," 45","03/15/2014","","01/14","","","","","","","","","","No collection Info","IBRMP0180129","002842","507266","","","101543","","","MO",
"732","Open","VF0001","VF OUTLET, INC.","Invoice","101544","39.00",".00","  .00%",".00",".00","39.00","NET 45","AF","01/29/2014","W","PB","","Current"," 45","03/15/2014","","01/14","","","","","","","","","","No collection Info","IBRMP0180209","002842","507269","","","101544","","","MO",
"733","Open","VF0001","VF OUTLET, INC.","Invoice","101545","72.00",".00","  .00%",".00",".00","72.00","NET 45","AF","01/29/2014","W","PB","","Current"," 45","03/15/2014","","01/14","","","","","","","","","","No collection Info","IBRMP0190129","002843","507266","","","101545","","","TX",
"734","Open","VF0001","VF OUTLET, INC.","Invoice","101546","39.00",".00","  .00%",".00",".00","39.00","NET 45","AF","01/29/2014","W","PB","","Current"," 45","03/15/2014","","01/14","","","","","","","","","","No collection Info","IBRMP0190209","002843","507269","","","101546","","","TX",
"735","Open","VF0001","VF OUTLET, INC.","Invoice","101547","72.00",".00","  .00%",".00",".00","72.00","NET 45","AF","01/29/2014","W","PB","","Current"," 45","03/15/2014","","01/14","","","","","","","","","","No collection Info","IBRMP0200129","002844","507266","","","101547","","","TX",
"736","Open","VF0001","VF OUTLET, INC.","Invoice","101548","39.00",".00","  .00%",".00",".00","39.00","NET 45","AF","01/29/2014","W","PB","","Current"," 45","03/15/2014","","01/14","","","","","","","","","","No collection Info","IBRMP0200209","002844","507269","","","101548","","","TX",
"737","Open","VF0001","VF OUTLET, INC.","Invoice","101549","72.00",".00","  .00%",".00",".00","72.00","NET 45","AF","01/29/2014","W","PB","","Current"," 45","03/15/2014","","01/14","","","","","","","","","","No collection Info","IBRMP0210129","002845","507266","","","101549","","","KY",
"738","Open","VF0001","VF OUTLET, INC.","Invoice","101550","39.00",".00","  .00%",".00",".00","39.00","NET 45","AF","01/29/2014","W","PB","","Current"," 45","03/15/2014","","01/14","","","","","","","","","","No collection Info","IBRMP0210209","002845","507269","","","101550","","","KY",
"739","Open","VF0001","VF OUTLET, INC.","Invoice","101551","72.00",".00","  .00%",".00",".00","72.00","NET 45","AF","01/29/2014","W","PB","","Current"," 45","03/15/2014","","01/14","","","","","","","","","","No collection Info","IBRMP0220129","002846","507266","","","101551","","","NE",
"740","Open","VF0001","VF OUTLET, INC.","Invoice","101552","39.00",".00","  .00%",".00",".00","39.00","NET 45","AF","01/29/2014","W","PB","","Current"," 45","03/15/2014","","01/14","","","","","","","","","","No collection Info","IBRMP0220209","002846","507269","","","101552","","","NE",
"741","Open","VF0001","VF OUTLET, INC.","Invoice","101553","72.00",".00","  .00%",".00",".00","72.00","NET 45","AF","01/29/2014","W","PB","","Current"," 45","03/15/2014","","01/14","","","","","","","","","","No collection Info","IBRMP0230129","002847","507266","","","101553","","","LA",
"742","Open","VF0001","VF OUTLET, INC.","Invoice","101554","39.00",".00","  .00%",".00",".00","39.00","NET 45","AF","01/29/2014","W","PB","","Current"," 45","03/15/2014","","01/14","","","","","","","","","","No collection Info","IBRMP0230209","002847","507269","","","101554","","","LA",
"743","Open","VF0001","VF OUTLET, INC.","Invoice","101555","72.00",".00","  .00%",".00",".00","72.00","NET 45","AF","01/29/2014","W","PB","","Current"," 45","03/15/2014","","01/14","","","","","","","","","","No collection Info","IBRMP0240129","002848","507266","","","101555","","","IA",
"744","Open","VF0001","VF OUTLET, INC.","Invoice","101556","39.00",".00","  .00%",".00",".00","39.00","NET 45","AF","01/29/2014","W","PB","","Current"," 45","03/15/2014","","01/14","","","","","","","","","","No collection Info","IBRMP0240209","002848","507269","","","101556","","","IA",
"745","Open","VF0001","VF OUTLET, INC.","Invoice","101557","72.00",".00","  .00%",".00",".00","72.00","NET 45","AF","01/29/2014","W","PB","","Current"," 45","03/15/2014","","01/14","","","","","","","","","","No collection Info","IBRMP0250129","002849","507266","","","101557","","","IL",
"746","Open","VF0001","VF OUTLET, INC.","Invoice","101558","39.00",".00","  .00%",".00",".00","39.00","NET 45","AF","01/29/2014","W","PB","","Current"," 45","03/15/2014","","01/14","","","","","","","","","","No collection Info","IBRMP0250209","002849","507269","","","101558","","","IL",
"747","Open","VF0001","VF OUTLET, INC.","Invoice","101559","108.00",".00","  .00%",".00",".00","108.00","NET 45","AF","01/29/2014","W","PB","","Current"," 45","03/15/2014","","01/14","","","","","","","","","","No collection Info","IBRMP0260129","002850","507266","","","101559","","","TX",
"748","Open","VF0001","VF OUTLET, INC.","Invoice","101560","39.00",".00","  .00%",".00",".00","39.00","NET 45","AF","01/29/2014","W","PB","","Current"," 45","03/15/2014","","01/14","","","","","","","","","","No collection Info","IBRMP0260209","002850","507269","","","101560","","","TX",
"749","Open","VF0001","VF OUTLET, INC.","Invoice","101561","108.00",".00","  .00%",".00",".00","108.00","NET 45","AF","01/29/2014","W","PB","","Current"," 45","03/15/2014","","01/14","","","","","","","","","","No collection Info","IBRMP0270129","002851","507266","","","101561","","","FL",
"750","Open","VF0001","VF OUTLET, INC.","Invoice","101562","78.00",".00","  .00%",".00",".00","78.00","NET 45","AF","01/29/2014","W","PB","","Current"," 45","03/15/2014","","01/14","","","","","","","","","","No collection Info","IBRMP0270209","002851","507269","","","101562","","","FL",
"751","Open","VF0001","VF OUTLET, INC.","Invoice","101563","72.00",".00","  .00%",".00",".00","72.00","NET 45","AF","01/29/2014","W","PB","","Current"," 45","03/15/2014","","01/14","","","","","","","","","","No collection Info","IBRMP0280129","002852","507266","","","101563","","","TX",
"752","Open","VF0001","VF OUTLET, INC.","Invoice","101564","39.00",".00","  .00%",".00",".00","39.00","NET 45","AF","01/29/2014","W","PB","","Current"," 45","03/15/2014","","01/14","","","","","","","","","","No collection Info","IBRMP0280209","002852","507269","","","101564","","","TX",
"753","Open","VF0001","VF OUTLET, INC.","Invoice","101565","72.00",".00","  .00%",".00",".00","72.00","NET 45","AF","01/29/2014","W","PB","","Current"," 45","03/15/2014","","01/14","","","","","","","","","","No collection Info","IBRMP0290129","002853","507266","","","101565","","","CT",
"754","Open","VF0001","VF OUTLET, INC.","Invoice","101566","39.00",".00","  .00%",".00",".00","39.00","NET 45","AF","01/29/2014","W","PB","","Current"," 45","03/15/2014","","01/14","","","","","","","","","","No collection Info","IBRMP0290209","002853","507269","","","101566","","","CT",
