"Seq","Status","Account No.","Name","Type","Reference","Amount*","Freight*","Disc%","Discount*","Other*","Balance*","Terms","Salesperson","Date","Factor","Division","Aging","Past Due Status","Due Days","Due Date","Charge Back No.","Sales Period","Date Paid","Batch","Cust Ck No.","Cust Ck Date","Cust Ck Amount","Assign. No.","Assign. Date","Reason","Description","Collection","Cust PO","Ship-To","Approval","Cust ChgBack No.","Remarks","Trail","Manifest","Rank","TS Status","Shipped on","Ship Via","Pieces*","Cartons*","Pro Number","TS Amount*","TS Freight*","TS Variance*","EDI Batch No.","Tracking No","TS Comments","State","Store","DC No.", 
"506","Open","ST0001","STAGE STORES INC","Invoice","101247","642.00",".00","  .00%",".00",".00","642.00","NET 45","AF","12/27/2013","W","PB","","Current"," 45","02/11/2014","","12/13","","","","","","000126","12/31/2013","","","No collection Info","20027594","000707","752780","","","101247","","","Shipped","12/27/13","VENDOR PORTAL","   133","    28","","642.00","    .00",".00","","","","TX","","",
"507","Open","ST0001","STAGE STORES INC","Invoice","101248","912.00",".00","  .00%",".00",".00","912.00","NET 45","AF","12/27/2013","W","PB","","Current"," 45","02/11/2014","","12/13","","","","","","000126","12/31/2013","","","No collection Info","20027595","000707","752780","","","101248","","","Shipped","12/27/13","VENDOR PORTAL","   228","    20","","912.00","    .00",".00","","","","TX","","",
"508","Open","ST0001","STAGE STORES INC","Invoice","101249","870.00",".00","  .00%",".00",".00","870.00","NET 45","AF","12/27/2013","W","PB","","Current"," 45","02/11/2014","","12/13","","","","","","000126","12/31/2013","","","No collection Info","20027596","000707","752780","","","101249","","","Shipped","12/27/13","VENDOR PORTAL","   145","    48","","870.00","    .00",".00","","","","TX","","",
"509","Open","ST0001","STAGE STORES INC","Invoice","101250","1,560.00",".00","  .00%",".00",".00","1,560.00","NET 45","AF","12/27/2013","W","PB","","Current"," 45","02/11/2014","","12/13","","","","","","000127","12/31/2013","","","No collection Info","20027597","000707","752780","","","101250","G328","","Shipped","12/27/13","VENDOR PORTAL","   300","    40","168695","1,560.00","    .00",".00","","","","TX","","",
"510","Open","ST0001","STAGE STORES INC","Invoice","101251","1,419.00",".00","  .00%",".00",".00","1,419.00","NET 45","AF","12/27/2013","W","PB","","Current"," 45","02/11/2014","","12/13","","","","","","000126","12/31/2013","","","No collection Info","20027598","000707","752780","","","101251","","","Shipped","12/27/13","VENDOR PORTAL","   252","    42","","1,419.00","    .00",".00","","","","TX","","",
"511","Open","ST0001","STAGE STORES INC","Invoice","101252","1,344.00",".00","  .00%",".00",".00","1,344.00","NET 45","AF","12/27/2013","W","PB","","Current"," 45","02/11/2014","","12/13","","","","","","000126","12/31/2013","","","No collection Info","20027599","000707","752780","","","101252","","","Shipped","12/27/13","VENDOR PORTAL","   336","    28","","1,344.00","    .00",".00","","","","TX","","",
"512","Open","ST0001","STAGE STORES INC","Invoice","101253","1,488.00",".00","  .00%",".00",".00","1,488.00","NET 45","AF","12/27/2013","W","PB","","Current"," 45","02/11/2014","","12/13","","","","","","000126","12/31/2013","","","No collection Info","20027600","000707","752780","","","101253","","","Shipped","12/27/13","VENDOR PORTAL","   336","    28","","1,488.00","    .00",".00","","","","TX","","",
"513","Open","ST0001","STAGE STORES INC","Invoice","101254","1,896.00",".00","  .00%",".00",".00","1,896.00","NET 45","AF","12/27/2013","W","PB","","Current"," 45","02/11/2014","","12/13","","","","","","000126","12/31/2013","","","No collection Info","20027601","000707","752780","","","101254","","","Shipped","12/27/13","VENDOR PORTAL","   360","    30","","1,896.00","    .00",".00","","","","TX","","",
"514","Open","ST0001","STAGE STORES INC","Invoice","101255","1,488.00",".00","  .00%",".00",".00","1,488.00","NET 45","AF","12/27/2013","W","PB","","Current"," 45","02/11/2014","","12/13","","","","","","000126","12/31/2013","","","No collection Info","20027602","000707","752780","","","101255","","","Shipped","12/27/13","VENDOR PORTAL","   262","    41","","1,488.00","    .00",".00","","","","TX","","",
"515","Open","ST0001","STAGE STORES INC","Invoice","101256","1,392.00",".00","  .00%",".00",".00","1,392.00","NET 45","AF","12/27/2013","W","PB","","Current"," 45","02/11/2014","","12/13","","","","","","000126","12/31/2013","","","No collection Info","20027603","000707","752780","","","101256","","","Shipped","12/27/13","VENDOR PORTAL","   312","    28","","1,392.00","    .00",".00","","","","TX","","",
"516","Open","ST0001","STAGE STORES INC","Invoice","101257","1,920.00",".00","  .00%",".00",".00","1,920.00","NET 45","AF","12/27/2013","W","PB","","Current"," 45","02/11/2014","","12/13","","","","","","000126","12/31/2013","","","No collection Info","20027604","000707","752780","","","101257","","","Shipped","12/27/13","VENDOR PORTAL","   480","    40","","1,920.00","    .00",".00","","","","TX","","",
"517","Open","ST0001","STAGE STORES INC","Invoice","101258","2,148.00",".00","  .00%",".00",".00","2,148.00","NET 45","AF","12/27/2013","W","PB","","Current"," 45","02/11/2014","","12/13","","","","","","000126","12/31/2013","","","No collection Info","20027605","000707","752780","","","101258","","","Shipped","12/27/13","VENDOR PORTAL","   456","    38","","2,148.00","    .00",".00","","","","TX","","",
"518","Open","ST0001","STAGE STORES INC","Invoice","101259","1,788.00",".00","  .00%",".00",".00","1,788.00","NET 45","AF","12/27/2013","W","PB","","Current"," 45","02/11/2014","","12/13","","","","","","000126","12/31/2013","","","No collection Info","20027606","000707","752780","","","101259","","","Shipped","12/27/13","VENDOR PORTAL","   372","    31","","1,788.00","    .00",".00","","","","TX","","",
"519","Open","ST0001","STAGE STORES INC","Invoice","101260","1,824.00",".00","  .00%",".00",".00","1,824.00","NET 45","AF","12/27/2013","W","PB","","Current"," 45","02/11/2014","","12/13","","","","","","000126","12/31/2013","","","No collection Info","20027607","000707","752780","","","101260","","","Shipped","12/27/13","VENDOR PORTAL","   438","    37","","1,824.00","    .00",".00","","","","TX","","",
"520","Open","ST0001","STAGE STORES INC","Invoice","101261","1,536.00",".00","  .00%",".00",".00","1,536.00","NET 45","AF","12/27/2013","W","PB","","Current"," 45","02/11/2014","","12/13","","","","","","000126","12/31/2013","","","No collection Info","20027608","000707","752780","","","101261","","","Shipped","12/27/13","VENDOR PORTAL","   384","    32","","1,536.00","    .00",".00","","","","TX","","",
"521","Open","ST0001","STAGE STORES INC","Invoice","101262","768.00",".00","  .00%",".00",".00","768.00","NET 45","AF","12/27/2013","W","PB","","Current"," 45","02/11/2014","","12/13","","","","","","000126","12/31/2013","","","No collection Info","20027609","000707","752780","","","101262","","","Shipped","12/27/13","VENDOR PORTAL","   192","    16","","768.00","    .00",".00","","","","TX","","",
"522","Open","ST0001","STAGE STORES INC","Invoice","101263","960.00",".00","  .00%",".00",".00","960.00","NET 45","AF","12/27/2013","W","PB","","Current"," 45","02/11/2014","","12/13","","","","","","000126","12/31/2013","","","No collection Info","20027610","000707","752780","","","101263","","","Shipped","12/27/13","VENDOR PORTAL","   240","    40","","960.00","    .00",".00","","","","TX","","",
"523","Open","ST0001","STAGE STORES INC","Invoice","101264","546.00",".00","  .00%",".00",".00","546.00","NET 45","AF","12/27/2013","W","PB","","Current"," 45","02/11/2014","","12/13","","","","","","000126","12/31/2013","","","No collection Info","20027611","000707","752780","","","101264","","","Shipped","12/27/13","VENDOR PORTAL","   126","    20","","546.00","    .00",".00","","","","TX","","",
"524","Open","ST0001","STAGE STORES INC","Invoice","101265","1,260.00",".00","  .00%",".00",".00","1,260.00","NET 45","AF","12/27/2013","W","PB","","Current"," 45","02/11/2014","","12/13","","","","","","000126","12/31/2013","","","No collection Info","20027612","000707","752780","","","101265","","","Shipped","12/27/13","VENDOR PORTAL","   210","    35","","1,260.00","    .00",".00","","","","TX","","",
"525","Open","ST0001","STAGE STORES INC","Invoice","101266","2,253.00",".00","  .00%",".00",".00","2,253.00","NET 45","AF","12/27/2013","W","PB","","Current"," 45","02/11/2014","","12/13","","","","","","000126","12/31/2013","","","No collection Info","20027613","000707","752780","","","101266","","","Shipped","12/27/13","VENDOR PORTAL","   390","    61","","2,253.00","    .00",".00","","","","TX","","",
"526","Open","ST0001","STAGE STORES INC","Invoice","101267","1,398.00",".00","  .00%",".00",".00","1,398.00","NET 45","AF","12/27/2013","W","PB","","Current"," 45","02/11/2014","","12/13","","","","","","000127","12/31/2013","","","No collection Info","20027614","000707","752780","","","101267","","","Shipped","12/27/13","VENDOR PORTAL","   234","    39","","1,398.00","    .00",".00","","","","TX","","",
"527","Open","BS0001","BOSCOVS","Invoice","101268","210.00",".00","  .00%",".00",".00","210.00","NET 30","AF","12/26/2013","W","PB","","Current"," 30","01/26/2014","","12/13","","","","","","000123","12/26/2013","","","No collection Info","690135","000434","813035","","","101268","G323","","Shipped","12/26/13","GREAT CENTRAL T","    60","     5","168746","210.00","    .00",".00","000024","","","PA","","",
"528","Open","BS0001","BOSCOVS","Invoice","101269","210.00",".00","  .00%",".00",".00","210.00","NET 30","AF","12/26/2013","W","PB","","Current"," 30","01/26/2014","","12/13","","","","","","000123","12/26/2013","","","No collection Info","690135","002530","813035","","","101269","G323","","Shipped","12/26/13","GREAT CENTRAL T","    60","     5","168746","210.00","    .00",".00","000024","","","PA","","",
"529","Open","BS0001","BOSCOVS","Invoice","101270","336.00",".00","  .00%",".00",".00","336.00","NET 30","AF","12/26/2013","W","PB","","Current"," 30","01/26/2014","","12/13","","","","","","000123","12/26/2013","","","No collection Info","690135","002532","813035","","","101270","G323","","Shipped","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","PA","","",
"530","Open","BS0001","BOSCOVS","Invoice","101271","336.00",".00","  .00%",".00",".00","336.00","NET 30","AF","12/26/2013","W","PB","","Current"," 30","01/26/2014","","12/13","","","","","","000123","12/26/2013","","","No collection Info","690135","002533","813035","","","101271","G323","","Shipped","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","PA","","",
"531","Open","BS0001","BOSCOVS","Invoice","101272","336.00",".00","  .00%",".00",".00","336.00","NET 30","AF","12/26/2013","W","PB","","Current"," 30","01/26/2014","","12/13","","","","","","000123","12/26/2013","","","No collection Info","690135","002534","813035","","","101272","G323","","Shipped","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","PA","","",
"532","Open","BS0001","BOSCOVS","Invoice","101273","336.00",".00","  .00%",".00",".00","336.00","NET 30","AF","12/26/2013","W","PB","","Current"," 30","01/26/2014","","12/13","","","","","","000123","12/26/2013","","","No collection Info","690135","002535","813035","","","101273","G323","","Shipped","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","PA","","",
"533","Open","BS0001","BOSCOVS","Invoice","101274","336.00",".00","  .00%",".00",".00","336.00","NET 30","AF","12/26/2013","W","PB","","Current"," 30","01/26/2014","","12/13","","","","","","000123","12/26/2013","","","No collection Info","690135","002536","813035","","","101274","G323","","Shipped","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","PA","","",
"534","Open","BS0001","BOSCOVS","Invoice","101275","210.00",".00","  .00%",".00",".00","210.00","NET 30","AF","12/26/2013","W","PB","","Current"," 30","01/26/2014","","12/13","","","","","","000123","12/26/2013","","","No collection Info","690135","002537","813035","","","101275","G323","","Shipped","12/26/13","GREAT CENTRAL T","    60","     5","168746","210.00","    .00",".00","000024","","","DE","","",
"535","Open","BS0001","BOSCOVS","Invoice","101276","336.00",".00","  .00%",".00",".00","336.00","NET 30","AF","12/26/2013","W","PB","","Current"," 30","01/26/2014","","12/13","","","","","","000123","12/26/2013","","","No collection Info","690135","002539","813035","","","101276","G323","","Shipped","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","PA","","",
"536","Open","BS0001","BOSCOVS","Invoice","101277","336.00",".00","  .00%",".00",".00","336.00","NET 30","AF","12/26/2013","W","PB","","Current"," 30","01/26/2014","","12/13","","","","","","000123","12/26/2013","","","No collection Info","690135","002541","813035","","","101277","G323","","Shipped","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","DE","","",
"537","Open","BS0001","BOSCOVS","Invoice","101278","336.00",".00","  .00%",".00",".00","336.00","NET 30","AF","12/26/2013","W","PB","","Current"," 30","01/26/2014","","12/13","","","","","","000123","12/26/2013","","","No collection Info","690135","002543","813035","","","101278","G323","","Shipped","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","NJ","","",
"538","Open","BS0001","BOSCOVS","Invoice","101279","336.00",".00","  .00%",".00",".00","336.00","NET 30","AF","12/26/2013","W","PB","","Current"," 30","01/26/2014","","12/13","","","","","","000123","12/26/2013","","","No collection Info","690135","002544","813035","","","101279","G323","","Shipped","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","PA","","",
"539","Open","BS0001","BOSCOVS","Invoice","101280","336.00",".00","  .00%",".00",".00","336.00","NET 30","AF","12/26/2013","W","PB","","Current"," 30","01/26/2014","","12/13","","","","","","000123","12/26/2013","","","No collection Info","690135","002545","813035","","","101280","G323","","Shipped","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","PA","","",
"540","Open","BS0001","BOSCOVS","Invoice","101281","336.00",".00","  .00%",".00",".00","336.00","NET 30","AF","12/26/2013","W","PB","","Current"," 30","01/26/2014","","12/13","","","","","","000123","12/26/2013","","","No collection Info","690135","002547","813035","","","101281","G323","","Shipped","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","NJ","","",
"541","Open","BS0001","BOSCOVS","Invoice","101282","336.00",".00","  .00%",".00",".00","336.00","NET 30","AF","12/26/2013","W","PB","","Current"," 30","01/26/2014","","12/13","","","","","","000123","12/26/2013","","","No collection Info","690135","002548","813035","","","101282","G323","","Shipped","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","NJ","","",
"542","Open","BS0001","BOSCOVS","Invoice","101283","336.00",".00","  .00%",".00",".00","336.00","NET 30","AF","12/26/2013","W","PB","","Current"," 30","01/26/2014","","12/13","","","","","","000123","12/26/2013","","","No collection Info","690135","002549","813035","","","101283","G323","","Shipped","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","MD","","",
"543","Open","BS0001","BOSCOVS","Invoice","101284","210.00",".00","  .00%",".00",".00","210.00","NET 30","AF","12/26/2013","W","PB","","Current"," 30","01/26/2014","","12/13","","","","","","000123","12/26/2013","","","No collection Info","690135","002550","813035","","","101284","G323","","Shipped","12/26/13","GREAT CENTRAL T","    60","     5","168746","210.00","    .00",".00","000024","","","OH","","",
"544","Open","BS0001","BOSCOVS","Invoice","101285","336.00",".00","  .00%",".00",".00","336.00","NET 30","AF","12/26/2013","W","PB","","Current"," 30","01/26/2014","","12/13","","","","","","000123","12/26/2013","","","No collection Info","690135","002551","813035","","","101285","G323","","Shipped","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","MD","","",
"545","Open","BS0001","BOSCOVS","Invoice","101286","336.00",".00","  .00%",".00",".00","336.00","NET 30","AF","12/26/2013","W","PB","","Current"," 30","01/26/2014","","12/13","","","","","","000123","12/26/2013","","","No collection Info","690135","002552","813035","","","101286","G323","","Shipped","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","PA","","",
"546","Open","BS0001","BOSCOVS","Invoice","101287","336.00",".00","  .00%",".00",".00","336.00","NET 30","AF","12/26/2013","W","PB","","Current"," 30","01/26/2014","","12/13","","","","","","000123","12/26/2013","","","No collection Info","690135","002553","813035","","","101287","G323","","Shipped","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","PA","","",
"547","Open","BS0001","BOSCOVS","Invoice","101288","336.00",".00","  .00%",".00",".00","336.00","NET 30","AF","12/26/2013","W","PB","","Current"," 30","01/26/2014","","12/13","","","","","","000124","12/26/2013","","","No collection Info","690135","002554","813035","","","101288","G323","","Shipped","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","NJ","","",
"548","Open","BS0001","BOSCOVS","Invoice","101289","336.00",".00","  .00%",".00",".00","336.00","NET 30","AF","12/26/2013","W","PB","","Current"," 30","01/26/2014","","12/13","","","","","","000124","12/26/2013","","","No collection Info","690135","002555","813035","","","101289","G323","","Shipped","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","NJ","","",
"549","Open","BS0001","BOSCOVS","Invoice","101290","336.00",".00","  .00%",".00",".00","336.00","NET 30","AF","12/26/2013","W","PB","","Current"," 30","01/26/2014","","12/13","","","","","","000124","12/26/2013","","","No collection Info","690135","002556","813035","","","101290","G323","","Shipped","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","PA","","",
"550","Open","BS0001","BOSCOVS","Invoice","101291","210.00",".00","  .00%",".00",".00","210.00","NET 30","AF","12/26/2013","W","PB","","Current"," 30","01/26/2014","","12/13","","","","","","000124","12/26/2013","","","No collection Info","690135","002557","813035","","","101291","G323","","Shipped","12/26/13","GREAT CENTRAL T","    60","     5","168746","210.00","    .00",".00","000024","","","PA","","",
"551","Open","BS0001","BOSCOVS","Invoice","101292","336.00",".00","  .00%",".00",".00","336.00","NET 30","AF","12/26/2013","W","PB","","Current"," 30","01/26/2014","","12/13","","","","","","000124","12/26/2013","","","No collection Info","690135","002558","813035","","","101292","G323","","Shipped","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","PA","","",
"552","Open","BS0001","BOSCOVS","Invoice","101293","336.00",".00","  .00%",".00",".00","336.00","NET 30","AF","12/26/2013","W","PB","","Current"," 30","01/26/2014","","12/13","","","","","","000124","12/26/2013","","","No collection Info","690135","002559","813035","","","101293","G323","","Shipped","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","PA","","",
"553","Open","BS0001","BOSCOVS","Invoice","101294","336.00",".00","  .00%",".00",".00","336.00","NET 30","AF","12/26/2013","W","PB","","Current"," 30","01/26/2014","","12/13","","","","","","000124","12/26/2013","","","No collection Info","690135","002560","813035","","","101294","G323","","Shipped","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","NJ","","",
"554","Open","BS0001","BOSCOVS","Invoice","101295","336.00",".00","  .00%",".00",".00","336.00","NET 30","AF","12/26/2013","W","PB","","Current"," 30","01/26/2014","","12/13","","","","","","000124","12/26/2013","","","No collection Info","690135","002561","813035","","","101295","G323","","Shipped","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","PA","","",
"555","Open","BS0001","BOSCOVS","Invoice","101296","336.00",".00","  .00%",".00",".00","336.00","NET 30","AF","12/26/2013","W","PB","","Current"," 30","01/26/2014","","12/13","","","","","","000124","12/26/2013","","","No collection Info","690135","002562","813035","","","101296","G323","","Shipped","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","NY","","",
"556","Open","BS0001","BOSCOVS","Invoice","101297","210.00",".00","  .00%",".00",".00","210.00","NET 30","AF","12/26/2013","W","PB","","Current"," 30","01/26/2014","","12/13","","","","","","000124","12/26/2013","","","No collection Info","690135","002563","813035","","","101297","G323","","Shipped","12/26/13","GREAT CENTRAL T","    60","     5","168746","210.00","    .00",".00","000024","","","PA","","",
"557","Open","BS0001","BOSCOVS","Invoice","101298","336.00",".00","  .00%",".00",".00","336.00","NET 30","AF","12/26/2013","W","PB","","Current"," 30","01/26/2014","","12/13","","","","","","000124","12/26/2013","","","No collection Info","690135","002564","813035","","","101298","G323","","Shipped","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","PA","","",
"558","Open","BS0001","BOSCOVS","Invoice","101299","336.00",".00","  .00%",".00",".00","336.00","NET 30","AF","12/26/2013","W","PB","","Current"," 30","01/26/2014","","12/13","","","","","","000124","12/26/2013","","","No collection Info","690135","002565","813035","","","101299","G323","","Shipped","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","PA","","",
"559","Open","BS0001","BOSCOVS","Invoice","101300","336.00",".00","  .00%",".00",".00","336.00","NET 30","AF","12/26/2013","W","PB","","Current"," 30","01/26/2014","","12/13","","","","","","000124","12/26/2013","","","No collection Info","690135","002566","813035","","","101300","G323","","Shipped","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","NY","","",
"560","Open","BS0001","BOSCOVS","Invoice","101301","336.00",".00","  .00%",".00",".00","336.00","NET 30","AF","12/26/2013","W","PB","","Current"," 30","01/26/2014","","12/13","","","","","","000124","12/26/2013","","","No collection Info","690135","002567","813035","","","101301","G323","","Shipped","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","DE","","",
"561","Open","BS0001","BOSCOVS","Invoice","101302","210.00",".00","  .00%",".00",".00","210.00","NET 30","AF","12/26/2013","W","PB","","Current"," 30","01/26/2014","","12/13","","","","","","000124","12/26/2013","","","No collection Info","690135","002568","813035","","","101302","G323","","Shipped","12/26/13","GREAT CENTRAL T","    60","     5","168746","210.00","    .00",".00","000024","","","NJ","","",
"562","Open","BS0001","BOSCOVS","Invoice","101303","210.00",".00","  .00%",".00",".00","210.00","NET 30","AF","12/26/2013","W","PB","","Current"," 30","01/26/2014","","12/13","","","","","","000124","12/26/2013","","","No collection Info","690135","002569","813035","","","101303","G323","","Shipped","12/26/13","GREAT CENTRAL T","    60","     5","168746","210.00","    .00",".00","000024","","","NJ","","",
"563","Open","BS0001","BOSCOVS","Invoice","101304","210.00",".00","  .00%",".00",".00","210.00","NET 30","AF","12/26/2013","W","PB","","Current"," 30","01/26/2014","","12/13","","","","","","000124","12/26/2013","","","No collection Info","690135","002570","813035","","","101304","G323","","Shipped","12/26/13","GREAT CENTRAL T","    60","     5","168746","210.00","    .00",".00","000024","","","PA","","",
"564","Open","BS0001","BOSCOVS","Invoice","101305","336.00",".00","  .00%",".00",".00","336.00","NET 30","AF","12/26/2013","W","PB","","Current"," 30","01/26/2014","","12/13","","","","","","000124","12/26/2013","","","No collection Info","690135","002571","813035","","","101305","G323","","Shipped","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","MD","","",
"565","Open","BS0001","BOSCOVS","Invoice","101306","210.00",".00","  .00%",".00",".00","210.00","NET 30","AF","12/26/2013","W","PB","","Current"," 30","01/26/2014","","12/13","","","","","","000124","12/26/2013","","","No collection Info","690135","002572","813035","","","101306","G323","","Shipped","12/26/13","GREAT CENTRAL T","    60","     5","168746","210.00","    .00",".00","000024","","","MD","","",
"566","Open","BS0001","BOSCOVS","Invoice","101307","336.00",".00","  .00%",".00",".00","336.00","NET 30","AF","12/26/2013","W","PB","","Current"," 30","01/26/2014","","12/13","","","","","","000124","12/26/2013","","","No collection Info","690135","002573","813035","","","101307","G323","","Shipped","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","PA","","",
"567","Open","PK0001","PENGUIN KIDS WEAR","Invoice","101308","18,682.50",".00","  .00%",".00",".00","18,682.50","NET 30","EE","12/30/2013","W","PB","","Current"," 30","01/30/2014","","12/13","","","","","","000127","12/31/2013","","","No collection Info","121613","PK0001","823729","","","101308","G331","","Shipped","12/30/13","FEDEX","  3450","   290","16908","18,682.50","    .00",".00","","","","CA","","",
"568","Open","ZU0001","ZULILY","Invoice","101309","5,193.00",".00","  .00%",".00",".00","5,193.00","NET 30","EE","12/30/2013","W","PB","","Current"," 30","01/30/2014","","12/13","","","","","","000127","12/31/2013","","","No collection Info","68489-P0000IGNC8-6-1","001416","831323","","LINE 000BWF VOIDED.  (STYLE 4175413)","101309","G330","","Shipped","12/30/13","CALL TO ROUTE","   588","    63","170655","5,193.00","    .00",".00","","","Voided Line 000BWF","NV","","",
"569","Open","BS0001","BOSCOVS","Invoice","101310","360.00",".00","  .00%",".00",".00","360.00","NET 30","AF","01/03/2014","W","PB","","Current"," 30","02/02/2014","","12/13","","","","","","000128","01/06/2014","","","No collection Info","687278","000434","807276","","","101310","G332","","Shipped","01/03/14","VENDOR PORTAL","    96","     8","170596","360.00","    .00",".00","000025","","","PA","","",
"570","Open","BS0001","BOSCOVS","Invoice","101311","360.00",".00","  .00%",".00",".00","360.00","NET 30","AF","01/03/2014","W","PB","","Current"," 30","02/02/2014","","12/13","","","","","","000128","01/06/2014","","","No collection Info","687278","002530","807276","","","101311","G332","","Shipped","01/03/14","VENDOR PORTAL","    96","     8","170596","360.00","    .00",".00","000025","","","PA","","",
"571","Open","BS0001","BOSCOVS","Invoice","101312","1,035.00",".00","  .00%",".00",".00","1,035.00","NET 30","AF","01/03/2014","W","PB","","Current"," 30","02/02/2014","","12/13","","","","","","000128","01/06/2014","","","No collection Info","687278","002531","807276","","","101312","G332","","Shipped","01/03/14","VENDOR PORTAL","   276","    23","170596","1,035.00","    .00",".00","000025","","","PA","","",
"572","Open","BS0001","BOSCOVS","Invoice","101313","360.00",".00","  .00%",".00",".00","360.00","NET 30","AF","01/03/2014","W","PB","","Current"," 30","02/02/2014","","12/13","","","","","","000128","01/06/2014","","","No collection Info","687278","002532","807276","","","101313","G332","","Shipped","01/03/14","VENDOR PORTAL","    96","     8","170596","360.00","    .00",".00","000025","","","PA","","",
"573","Open","BS0001","BOSCOVS","Invoice","101314","540.00",".00","  .00%",".00",".00","540.00","NET 30","AF","01/03/2014","W","PB","","Current"," 30","02/02/2014","","12/13","","","","","","000128","01/06/2014","","","No collection Info","687278","002533","807276","","","101314","G332","","Shipped","01/03/14","VENDOR PORTAL","   144","    12","170596","540.00","    .00",".00","000025","","","PA","","",
"574","Open","BS0001","BOSCOVS","Invoice","101315","495.00",".00","  .00%",".00",".00","495.00","NET 30","AF","01/03/2014","W","PB","","Current"," 30","02/02/2014","","12/13","","","","","","000128","01/06/2014","","","No collection Info","687278","002534","807276","","","101315","G332","","Shipped","01/03/14","VENDOR PORTAL","   132","    11","170596","495.00","    .00",".00","000025","","","PA","","",
"575","Open","BS0001","BOSCOVS","Invoice","101316","360.00",".00","  .00%",".00",".00","360.00","NET 30","AF","01/03/2014","W","PB","","Current"," 30","02/02/2014","","12/13","","","","","","000128","01/06/2014","","","No collection Info","687278","002535","807276","","","101316","G332","","Shipped","01/03/14","VENDOR PORTAL","    96","     8","170596","360.00","    .00",".00","000025","","","PA","","",
"576","Open","BS0001","BOSCOVS","Invoice","101317","708.75",".00","  .00%",".00",".00","708.75","NET 30","AF","01/03/2014","W","PB","","Current"," 30","02/02/2014","","12/13","","","","","","000128","01/06/2014","","","No collection Info","687278","002536","807276","","","101317","G332","","Shipped","01/03/14","VENDOR PORTAL","   189","    21","170596","708.75","    .00",".00","000025","","","PA","","",
"577","Open","BS0001","BOSCOVS","Invoice","101318","360.00",".00","  .00%",".00",".00","360.00","NET 30","AF","01/03/2014","W","PB","","Current"," 30","02/02/2014","","12/13","","","","","","000128","01/06/2014","","","No collection Info","687278","002537","807276","","","101318","G332","","Shipped","01/03/14","VENDOR PORTAL","    96","     8","170596","360.00","    .00",".00","000025","","","DE","","",
"578","Open","BS0001","BOSCOVS","Invoice","101319","360.00",".00","  .00%",".00",".00","360.00","NET 30","AF","01/03/2014","W","PB","","Current"," 30","02/02/2014","","12/13","","","","","","000128","01/06/2014","","","No collection Info","687278","002538","807276","","","101319","G332","","Shipped","01/03/14","VENDOR PORTAL","    96","     8","170596","360.00","    .00",".00","000025","","","NY","","",
"579","Open","BS0001","BOSCOVS","Invoice","101320","540.00",".00","  .00%",".00",".00","540.00","NET 30","AF","01/03/2014","W","PB","","Current"," 30","02/02/2014","","12/13","","","","","","000128","01/06/2014","","","No collection Info","687278","002539","807276","","","101320","G332","","Shipped","01/03/14","VENDOR PORTAL","   144","    12","170596","540.00","    .00",".00","000025","","","PA","","",
