"Seq","Status","Account No.","Name","Type","Reference","Amount*","Freight*","Disc%","Discount*","Other*","Balance*","Terms","Salesperson","Date","Factor","Division","Aging","Past Due Status","Due Days","Due Date","Charge Back No.","Sales Period","Date Paid","Batch","Cust Ck No.","Cust Ck Date","Cust Ck Amount","Assign. No.","Assign. Date","Reason","Description","Collection","Cust PO","Ship-To","Approval","Cust ChgBack No.","Remarks","Trail","Manifest","Rank","TS Status","Shipped on","Ship Via","Pieces*","Cartons*","Pro Number","TS Amount*","TS Freight*","TS Variance*","EDI Batch No.","Tracking No","TS Comments","State","Store","DC No.", 
"777","Open","VF0001","VF OUTLET, INC.","Invoice","101643","72.00",".00","  .00%",".00",".00","72.00","NET 45","AF","02/03/2014","W","PB","","Current"," 45","03/20/2014","","01/14","","","","","","000151","02/05/2014","","","No collection Info","IBRMP0810129","002899","507266","","","101643","G361","","Shipped","02/03/14","CALL TO ROUTE","    24","     4","306056302-6","72.00","    .00",".00","000031","","","MD","0081","0081",
"778","Open","VF0001","VF OUTLET, INC.","Invoice","101644","39.00",".00","  .00%",".00",".00","39.00","NET 45","AF","02/03/2014","W","PB","","Current"," 45","03/20/2014","","01/14","","","","","","000151","02/05/2014","","","No collection Info","IBRMP0810209","002899","507269","","","101644","G361","","Shipped","02/03/14","CALL TO ROUTE","    12","     2","306056302-6","39.00","    .00",".00","000031","","","MD","0081","0081",
"779","Open","VF0001","VF OUTLET, INC.","Invoice","101645","72.00",".00","  .00%",".00",".00","72.00","NET 45","AF","02/03/2014","W","PB","","Current"," 45","03/20/2014","","01/14","","","","","","000151","02/05/2014","","","No collection Info","IBRMP0830129","002901","507266","","","101645","G361","","Shipped","02/03/14","CALL TO ROUTE","    24","     4","306056302-6","72.00","    .00",".00","000031","","","PA","0083","0083",
"780","Open","VF0001","VF OUTLET, INC.","Invoice","101646","39.00",".00","  .00%",".00",".00","39.00","NET 45","AF","02/03/2014","W","PB","","Current"," 45","03/20/2014","","01/14","","","","","","000151","02/05/2014","","","No collection Info","IBRMP0830209","002901","507269","","","101646","G361","","Shipped","02/03/14","CALL TO ROUTE","    12","     2","306056302-6","39.00","    .00",".00","000031","","","PA","0083","0083",
"781","Open","VF0001","VF OUTLET, INC.","Invoice","101647","72.00",".00","  .00%",".00",".00","72.00","NET 45","AF","02/03/2014","W","PB","","Current"," 45","03/20/2014","","01/14","","","","","","000151","02/05/2014","","","No collection Info","IBRMP0940129","002907","507266","","","101647","G361","","Shipped","02/03/14","CALL TO ROUTE","    24","     4","306056302-6","72.00","    .00",".00","000031","","","NV","0094","0094",
"782","Open","VF0001","VF OUTLET, INC.","Invoice","101648","39.00",".00","  .00%",".00",".00","39.00","NET 45","AF","02/03/2014","W","PB","","Current"," 45","03/20/2014","","01/14","","","","","","000151","02/05/2014","","","No collection Info","IBRMP0940209","002907","507269","","","101648","G361","","Shipped","02/03/14","CALL TO ROUTE","    12","     2","306056302-6","39.00","    .00",".00","000031","","","NV","0094","0094",
"783","Open","ZU0001","ZULILY","Invoice","101706","6,156.00",".00","  .00%",".00",".00","6,156.00","NET 30","EE","02/06/2014","W","PB","","Current"," 30","03/08/2014","","02/14","","","","","","000158","02/07/2014","","","No collection Info","73799-P0000K5TN8-6-1","001416","931385","","","101706","G373","","Shipped","02/06/14","CALL TO ROUTE","   864","    72","180565","6,156.00","    .00",".00","","","","CO","4","",
"784","Open","ZU0001","ZULILY","Invoice","101707","9,207.00",".00","  .00%",".00",".00","9,207.00","NET 30","EE","02/03/2014","W","PB","","Current"," 30","03/05/2014","","02/14","","","","","","000158","02/07/2014","","","No collection Info","74013-P0000K47K0-6-1","001416","931385","","LINE 000EXH VOIDED.  (STYLE 9704009)","101707","G373","","Shipped","02/06/14","CALL TO ROUTE","   928","   154","","9,207.00","    .00",".00","","","Voided Line 000EXH Voided Line 000EX9 Vo","NV","4","4",
"785","Open","ZU0001","ZULILY","Invoice","101708","13,284.00",".00","  .00%",".00",".00","13,284.00","NET 30","EE","02/05/2014","W","PB","","Current"," 30","03/06/2014","","02/14","","","","","","000156","02/06/2014","","","No collection Info","71543-P0000JSC88-6-1","001416","931385","","","101708","G367","","Shipped","02/05/14","CALL TO ROUTE","  2004","   167","180688","13,284.00","    .00",".00","","","","NV","4","4",
"786","Open","IF0001","THE CATO CORPORATION","Invoice","101709","234.00",".00","  .00%",".00",".00","234.00","NET 30","AF","02/10/2014","W","PB","","Current"," 30","03/12/2014","","02/14","","","","","","000159","02/11/2014","","","No collection Info","136255","IF0001","936431","","","101709","G376","","Shipped","02/10/14","CALL TO ROUTE","    72","    12","180691","234.00","    .00",".00","","","","NC","","",
"787","Open","IF0001","THE CATO CORPORATION","Invoice","101710","2,436.00",".00","  .00%",".00",".00","2,436.00","NET 30","AF","02/10/2014","W","PB","","Current"," 30","03/12/2014","","02/14","","","","","","000159","02/11/2014","","","No collection Info","136256","IF0001","936431","","","101710","G376","","Shipped","02/10/14","CALL TO ROUTE","   696","   116","180691","2,436.00","    .00",".00","","","","NC","","",
"788","Open","IF0001","THE CATO CORPORATION","Invoice","101711","2,262.00",".00","  .00%",".00",".00","2,262.00","NET 30","AF","02/10/2014","W","PB","","Current"," 30","03/13/2014","","02/14","","","","","","000159","02/11/2014","","","No collection Info","136257","IF0001","936431","","","101711","G376","","Shipped","02/11/14","CALL TO ROUTE","   696","   116","180691","2,262.00","    .00",".00","","","","NC","","",
"789","Open","ZU0001","ZULILY","Invoice","101712","180.00",".00","  .00%",".00",".00","180.00","NET 30","EE","02/06/2014","W","PB","","Current"," 30","03/08/2014","","02/14","","","","","","000158","02/07/2014","","","No collection Info","70734-P0000JSI6S-6-3","001416","931385","","","101712","G373","","Shipped","02/06/14","CALL TO ROUTE","    24","     2","180656","180.00","    .00",".00","","","","NV","4","4",
"790","Open","BK0001","BELK STORES","Invoice","101731","90,420.00",".00","  .00%",".00",".00","90,420.00","NET 30","DS","02/10/2014","W","PB","","Current"," 30","03/12/2014","","02/14","","","","","","000161","02/11/2014","","","No collection Info","BABYTOGS-3007247","000029","Line Appro","","","101731","G378","","Shipped","02/10/14"," VENDOR PORTAL"," 10960","  1096","181666A","90,420.00","    .00",".00","","","","NC","0","0",
"791","Open","BK0001","BELK STORES","Invoice","101732","1,980.00",".00","  .00%",".00",".00","1,980.00","NET 30","DS","02/10/2014","W","PB","","Current"," 30","03/12/2014","","02/14","","","","","","000161","02/11/2014","","","No collection Info","BABYTOGS-3007248","000029","Line Appro","","","101732","G378","","Shipped","02/10/14"," VENDOR PORTAL","   240","    24","181666A","1,980.00","    .00",".00","","","","NC","0","0",
"792","Open","ZU0001","ZULILY","Invoice","101735","775.50",".00","  .00%",".00",".00","775.50","NET 30","EE","02/11/2014","W","PB","","Current"," 30","03/13/2014","","02/14","","","","","","000162","02/12/2014","","","No collection Info","70928-P0000JAMQG62SH","001416","889881","","","101735","G380","","Shipped","02/11/14","CALL TO ROUTE","   132","    13","181885","775.50","    .00",".00","","","","NV","4","4",
"793","Open","ZU0001","ZULILY","Invoice","101736","8,724.00",".00","  .00%",".00",".00","8,724.00","NET 30","EE","02/11/2014","W","PB","","Current"," 30","03/13/2014","","02/14","","","","","","000162","02/12/2014","","","No collection Info","73703-P0000K9768-6-1","001416","961684","","","101736","G380","","Shipped","02/11/14","CALL TO ROUTE","  1332","   122","181884","8,724.00","    .00",".00","","","","CO","4","",
"794","Open","ZU0001","ZULILY","Invoice","101737","1,773.00",".00","  .00%",".00",".00","1,773.00","NET 30","EE","02/11/2014","W","PB","","Current"," 30","03/13/2014","","02/14","","","","","","000162","02/12/2014","","","No collection Info","73987-P0000K97V8-6-1","001416","961685","","","101737","G380","","Shipped","02/11/14","CALL TO ROUTE","   264","    22","181883","1,773.00","    .00",".00","","","","NV","4","4",
"795","Open","VF0001","VF OUTLET, INC.","Invoice","101738","156.00",".00","  .00%",".00",".00","156.00","NET 45","AF","02/10/2014","W","PB","","Current"," 45","03/27/2014","","02/14","","","","","","000172","02/20/2014","","","No collection Info","IBRMP0010309","002826","507268","","","101738","G385","","Shipped","02/19/14","CALL TO ROUTE","    48","     8","NONE","156.00","    .00",".00","000045","","","PA","0001","0001",
"796","Open","VF0001","VF OUTLET, INC.","Invoice","101739","252.00",".00","  .00%",".00",".00","252.00","NET 45","AF","02/10/2014","W","PB","","Current"," 45","03/27/2014","","02/14","","","","","","000172","02/20/2014","","","No collection Info","NWSHS0010369","002826","548493","","","101739","G385","","Shipped","02/19/14","CALL TO ROUTE","    42","     7","NONE","252.00","    .00",".00","000045","","","PA","0001","0001",
"797","Open","VF0001","VF OUTLET, INC.","Invoice","101740","39.00",".00","  .00%",".00",".00","39.00","NET 45","AF","02/10/2014","W","PB","","Current"," 45","03/27/2014","","02/14","","","","","","000172","02/20/2014","","","No collection Info","IBRMP0020309","002827","507268","","","101740","G385","","Shipped","02/19/14","CALL TO ROUTE","    12","     2","NONE","39.00","    .00",".00","000045","","","AL","0002","0002",
"798","Open","VF0001","VF OUTLET, INC.","Invoice","101741","144.00",".00","  .00%",".00",".00","144.00","NET 45","AF","02/10/2014","W","PB","","Current"," 45","03/27/2014","","02/14","","","","","","000172","02/20/2014","","","No collection Info","NWSHS0020369","002827","548493","","","101741","G385","","Shipped","02/19/14","CALL TO ROUTE","    24","     4","NONE","144.00","    .00",".00","000045","","","AL","0002","0002",
"799","Open","VF0001","VF OUTLET, INC.","Invoice","101742","78.00",".00","  .00%",".00",".00","78.00","NET 45","AF","02/10/2014","W","PB","","Current"," 45","03/27/2014","","02/14","","","","","","000172","02/20/2014","","","No collection Info","IBRMP0030309","002828","507268","","","101742","G385","","Shipped","02/19/14","CALL TO ROUTE","    24","     4","NONE","78.00","    .00",".00","000045","","","MA","0003","0003",
"800","Open","VF0001","VF OUTLET, INC.","Invoice","101743","216.00",".00","  .00%",".00",".00","216.00","NET 45","AF","02/10/2014","W","PB","","Current"," 45","03/27/2014","","02/14","","","","","","000172","02/20/2014","","","No collection Info","NWSHS0030369","002828","548493","","","101743","G385","","Shipped","02/19/14","CALL TO ROUTE","    36","     6","NONE","216.00","    .00",".00","000045","","","MA","0003","0003",
"801","Open","VF0001","VF OUTLET, INC.","Invoice","101744","78.00",".00","  .00%",".00",".00","78.00","NET 45","AF","02/10/2014","W","PB","","Current"," 45","03/27/2014","","02/14","","","","","","000172","02/20/2014","","","No collection Info","IBRMP0040309","002829","507268","","","101744","G385","","Shipped","02/19/14","CALL TO ROUTE","    24","     4","NONE","78.00","    .00",".00","000045","","","AL","0004","0004",
"802","Open","VF0001","VF OUTLET, INC.","Invoice","101745","72.00",".00","  .00%",".00",".00","72.00","NET 45","AF","02/10/2014","W","PB","","Current"," 45","03/27/2014","","02/14","","","","","","000172","02/20/2014","","","No collection Info","NWSHS0040369","002829","548493","","","101745","G385","","Shipped","02/19/14","CALL TO ROUTE","    12","     2","NONE","72.00","    .00",".00","000045","","","AL","0004","0004",
"803","Open","VF0001","VF OUTLET, INC.","Invoice","101746","78.00",".00","  .00%",".00",".00","78.00","NET 45","AF","02/10/2014","W","PB","","Current"," 45","03/27/2014","","02/14","","","","","","000172","02/20/2014","","","No collection Info","IBRMP0050309","002830","507268","","","101746","G385","","Shipped","02/19/14","CALL TO ROUTE","    24","     4","NONE","78.00","    .00",".00","000045","","","AZ","0005","0005",
"804","Open","VF0001","VF OUTLET, INC.","Invoice","101747","144.00",".00","  .00%",".00",".00","144.00","NET 45","AF","02/10/2014","W","PB","","Current"," 45","03/27/2014","","02/14","","","","","","000172","02/20/2014","","","No collection Info","NWSHS0050369","002830","548493","","","101747","G385","","Shipped","02/19/14","CALL TO ROUTE","    24","     4","NONE","144.00","    .00",".00","000045","","","AZ","0005","0005",
"805","Open","VF0001","VF OUTLET, INC.","Invoice","101748","78.00",".00","  .00%",".00",".00","78.00","NET 45","AF","02/10/2014","W","PB","","Current"," 45","03/27/2014","","02/14","","","","","","000172","02/20/2014","","","No collection Info","IBRMP0070309","002831","507268","","","101748","G385","","Shipped","02/19/14","CALL TO ROUTE","    24","     4","NONE","78.00","    .00",".00","000045","","","TX","0007","0007",
"806","Open","VF0001","VF OUTLET, INC.","Invoice","101749","144.00",".00","  .00%",".00",".00","144.00","NET 45","AF","02/10/2014","W","PB","","Current"," 45","03/27/2014","","02/14","","","","","","000172","02/20/2014","","","No collection Info","NWSHS0070369","002831","548493","","","101749","G385","","Shipped","02/19/14","CALL TO ROUTE","    24","     4","NONE","144.00","    .00",".00","000045","","","TX","0007","0007",
"807","Open","VF0001","VF OUTLET, INC.","Invoice","101750","39.00",".00","  .00%",".00",".00","39.00","NET 45","AF","02/10/2014","W","PB","","Current"," 45","03/27/2014","","02/14","","","","","","000172","02/20/2014","","","No collection Info","IBRMP0080309","002832","507268","","","101750","G385","","Shipped","02/19/14","CALL TO ROUTE","    12","     2","NONE","39.00","    .00",".00","000045","","","FL","0008","0008",
"808","Open","VF0001","VF OUTLET, INC.","Invoice","101751","72.00",".00","  .00%",".00",".00","72.00","NET 45","AF","02/10/2014","W","PB","","Current"," 45","03/27/2014","","02/14","","","","","","000172","02/20/2014","","","No collection Info","NWSHS0080369","002832","548493","","","101751","G385","","Shipped","02/19/14","CALL TO ROUTE","    12","     2","NONE","72.00","    .00",".00","000045","","","FL","0008","0008",
"809","Open","VF0001","VF OUTLET, INC.","Invoice","101752","39.00",".00","  .00%",".00",".00","39.00","NET 45","AF","02/10/2014","W","PB","","Current"," 45","03/27/2014","","02/14","","","","","","000172","02/20/2014","","","No collection Info","IBRMP0090309","002833","507268","","","101752","G385","","Shipped","02/19/14","CALL TO ROUTE","    12","     2","NONE","39.00","    .00",".00","000045","","","UT","0009","0009",
"810","Open","VF0001","VF OUTLET, INC.","Invoice","101753","72.00",".00","  .00%",".00",".00","72.00","NET 45","AF","02/10/2014","W","PB","","Current"," 45","03/27/2014","","02/14","","","","","","000172","02/20/2014","","","No collection Info","NWSHS0090369","002833","548493","","","101753","G385","","Shipped","02/19/14","CALL TO ROUTE","    12","     2","NONE","72.00","    .00",".00","000045","","","UT","0009","0009",
"811","Open","VF0001","VF OUTLET, INC.","Invoice","101754","39.00",".00","  .00%",".00",".00","39.00","NET 45","AF","02/10/2014","W","PB","","Current"," 45","03/27/2014","","02/14","","","","","","000172","02/20/2014","","","No collection Info","IBRMP0100309","002834","507268","","","101754","G385","","Shipped","02/19/14","CALL TO ROUTE","    12","     2","NONE","39.00","    .00",".00","000045","","","MS","0010","0010",
"812","Open","VF0001","VF OUTLET, INC.","Invoice","101755","144.00",".00","  .00%",".00",".00","144.00","NET 45","AF","02/10/2014","W","PB","","Current"," 45","03/27/2014","","02/14","","","","","","000172","02/20/2014","","","No collection Info","NWSHS0100369","002834","548493","","","101755","G385","","Shipped","02/19/14","CALL TO ROUTE","    24","     4","NONE","144.00","    .00",".00","000045","","","MS","0010","0010",
"813","Open","VF0001","VF OUTLET, INC.","Invoice","101756","39.00",".00","  .00%",".00",".00","39.00","NET 45","AF","02/10/2014","W","PB","","Current"," 45","03/27/2014","","02/14","","","","","","000171","02/20/2014","","","No collection Info","IBRMP0110309","002835","507268","","","101756","G385","","Shipped","02/19/14","CALL TO ROUTE","    12","     2","NONE","39.00","    .00",".00","000045","","","TN","0011","0011",
"814","Open","VF0001","VF OUTLET, INC.","Invoice","101757","72.00",".00","  .00%",".00",".00","72.00","NET 45","AF","02/10/2014","W","PB","","Current"," 45","03/27/2014","","02/14","","","","","","000171","02/20/2014","","","No collection Info","NWSHS0110369","002835","548493","","","101757","G385","","Shipped","02/19/14","CALL TO ROUTE","    12","     2","NONE","72.00","    .00",".00","000045","","","TN","0011","0011",
"815","Open","VF0001","VF OUTLET, INC.","Invoice","101758","78.00",".00","  .00%",".00",".00","78.00","NET 45","AF","02/10/2014","W","PB","","Current"," 45","03/27/2014","","02/14","","","","","","000171","02/20/2014","","","No collection Info","IBRMP0120309","002836","507268","","","101758","G385","","Shipped","02/19/14","CALL TO ROUTE","    24","     4","NONE","78.00","    .00",".00","000045","","","TN","0012","0012",
"816","Open","VF0001","VF OUTLET, INC.","Invoice","101759","144.00",".00","  .00%",".00",".00","144.00","NET 45","AF","02/10/2014","W","PB","","Current"," 45","03/27/2014","","02/14","","","","","","000171","02/20/2014","","","No collection Info","NWSHS0120369","002836","548493","","","101759","G385","","Shipped","02/19/14","CALL TO ROUTE","    24","     4","NONE","144.00","    .00",".00","000045","","","TN","0012","0012",
"817","Open","VF0001","VF OUTLET, INC.","Invoice","101760","78.00",".00","  .00%",".00",".00","78.00","NET 45","AF","02/10/2014","W","PB","","Current"," 45","03/27/2014","","02/14","","","","","","000171","02/20/2014","","","No collection Info","IBRMP0130309","002837","507268","","","101760","G385","","Shipped","02/19/14","CALL TO ROUTE","    24","     4","NONE","78.00","    .00",".00","000045","","","LA","0013","0013",
"818","Open","VF0001","VF OUTLET, INC.","Invoice","101761","144.00",".00","  .00%",".00",".00","144.00","NET 45","AF","02/10/2014","W","PB","","Current"," 45","03/27/2014","","02/14","","","","","","000171","02/20/2014","","","No collection Info","NWSHS0130369","002837","548493","","","101761","G385","","Shipped","02/19/14","CALL TO ROUTE","    24","     4","NONE","144.00","    .00",".00","000045","","","LA","0013","0013",
"819","Open","VF0001","VF OUTLET, INC.","Invoice","101762","39.00",".00","  .00%",".00",".00","39.00","NET 45","AF","02/10/2014","W","PB","","Current"," 45","03/27/2014","","02/14","","","","","","000171","02/20/2014","","","No collection Info","IBRMP0140309","002838","507268","","","101762","G385","","Shipped","02/19/14","CALL TO ROUTE","    12","     2","NONE","39.00","    .00",".00","000045","","","TX","0014","0014",
"820","Open","VF0001","VF OUTLET, INC.","Invoice","101763","72.00",".00","  .00%",".00",".00","72.00","NET 45","AF","02/10/2014","W","PB","","Current"," 45","03/27/2014","","02/14","","","","","","000171","02/20/2014","","","No collection Info","NWSHS0140369","002838","548493","","","101763","G385","","Shipped","02/19/14","CALL TO ROUTE","    12","     2","NONE","72.00","    .00",".00","000045","","","TX","0014","0014",
"821","Open","VF0001","VF OUTLET, INC.","Invoice","101764","78.00",".00","  .00%",".00",".00","78.00","NET 45","AF","02/10/2014","W","PB","","Current"," 45","03/27/2014","","02/14","","","","","","000171","02/20/2014","","","No collection Info","IBRMP0150309","002839","507268","","","101764","G385","","Shipped","02/19/14","CALL TO ROUTE","    24","     4","NONE","78.00","    .00",".00","000045","","","TX","0015","0015",
"822","Open","VF0001","VF OUTLET, INC.","Invoice","101765","144.00",".00","  .00%",".00",".00","144.00","NET 45","AF","02/10/2014","W","PB","","Current"," 45","03/27/2014","","02/14","","","","","","000171","02/20/2014","","","No collection Info","NWSHS0150369","002839","548493","","","101765","G385","","Shipped","02/19/14","CALL TO ROUTE","    24","     4","NONE","144.00","    .00",".00","000045","","","TX","0015","0015",
"823","Open","VF0001","VF OUTLET, INC.","Invoice","101766","78.00",".00","  .00%",".00",".00","78.00","NET 45","AF","02/10/2014","W","PB","","Current"," 45","03/27/2014","","02/14","","","","","","000171","02/20/2014","","","No collection Info","IBRMP0160309","002840","507268","","","101766","G385","","Shipped","02/19/14","CALL TO ROUTE","    24","     4","NONE","78.00","    .00",".00","000045","","","KY","0016","0016",
"824","Open","VF0001","VF OUTLET, INC.","Invoice","101767","144.00",".00","  .00%",".00",".00","144.00","NET 45","AF","02/10/2014","W","PB","","Current"," 45","03/27/2014","","02/14","","","","","","000171","02/20/2014","","","No collection Info","NWSHS0160369","002840","548493","","","101767","G385","","Shipped","02/19/14","CALL TO ROUTE","    24","     4","NONE","144.00","    .00",".00","000045","","","KY","0016","0016",
"825","Open","VF0001","VF OUTLET, INC.","Invoice","101768","39.00",".00","  .00%",".00",".00","39.00","NET 45","AF","02/10/2014","W","PB","","Current"," 45","03/27/2014","","02/14","","","","","","000171","02/20/2014","","","No collection Info","IBRMP0170309","002841","507268","","","101768","G385","","Shipped","02/19/14","CALL TO ROUTE","    12","     2","NONE","39.00","    .00",".00","000045","","","PA","0017","0017",
"826","Open","VF0001","VF OUTLET, INC.","Invoice","101769","72.00",".00","  .00%",".00",".00","72.00","NET 45","AF","02/10/2014","W","PB","","Current"," 45","03/27/2014","","02/14","","","","","","000171","02/20/2014","","","No collection Info","NWSHS0170369","002841","548493","","","101769","G385","","Shipped","02/19/14","CALL TO ROUTE","    12","     2","NONE","72.00","    .00",".00","000045","","","PA","0017","0017",
"827","Open","VF0001","VF OUTLET, INC.","Invoice","101770","78.00",".00","  .00%",".00",".00","78.00","NET 45","AF","02/10/2014","W","PB","","Current"," 45","03/27/2014","","02/14","","","","","","000171","02/20/2014","","","No collection Info","IBRMP0180309","002842","507268","","","101770","G385","","Shipped","02/19/14","CALL TO ROUTE","    24","     4","NONE","78.00","    .00",".00","000045","","","MO","0018","0018",
"828","Open","VF0001","VF OUTLET, INC.","Invoice","101771","144.00",".00","  .00%",".00",".00","144.00","NET 45","AF","02/10/2014","W","PB","","Current"," 45","03/27/2014","","02/14","","","","","","000171","02/20/2014","","","No collection Info","NWSHS0180369","002842","548493","","","101771","G385","","Shipped","02/19/14","CALL TO ROUTE","    24","     4","NONE","144.00","    .00",".00","000045","","","MO","0018","0018",
"829","Open","VF0001","VF OUTLET, INC.","Invoice","101772","78.00",".00","  .00%",".00",".00","78.00","NET 45","AF","02/10/2014","W","PB","","Current"," 45","03/27/2014","","02/14","","","","","","000171","02/20/2014","","","No collection Info","IBRMP0190309","002843","507268","","","101772","G385","","Shipped","02/19/14","CALL TO ROUTE","    24","     4","NONE","78.00","    .00",".00","000045","","","TX","0019","0019",
"830","Open","VF0001","VF OUTLET, INC.","Invoice","101773","72.00",".00","  .00%",".00",".00","72.00","NET 45","AF","02/10/2014","W","PB","","Current"," 45","03/27/2014","","02/14","","","","","","000171","02/20/2014","","","No collection Info","NWSHS0190369","002843","548493","","","101773","G385","","Shipped","02/19/14","CALL TO ROUTE","    12","     2","NONE","72.00","    .00",".00","000045","","","TX","0019","0019",
"831","Open","VF0001","VF OUTLET, INC.","Invoice","101774","78.00",".00","  .00%",".00",".00","78.00","NET 45","AF","02/10/2014","W","PB","","Current"," 45","03/27/2014","","02/14","","","","","","000171","02/20/2014","","","No collection Info","IBRMP0200309","002844","507268","","","101774","G385","","Shipped","02/19/14","CALL TO ROUTE","    24","     4","NONE","78.00","    .00",".00","000045","","","TX","0020","0020",
"832","Open","VF0001","VF OUTLET, INC.","Invoice","101775","144.00",".00","  .00%",".00",".00","144.00","NET 45","AF","02/10/2014","W","PB","","Current"," 45","03/27/2014","","02/14","","","","","","000171","02/20/2014","","","No collection Info","NWSHS0200369","002844","548493","","","101775","G385","","Shipped","02/19/14","CALL TO ROUTE","    24","     4","NONE","144.00","    .00",".00","000045","","","TX","0020","0020",
"833","Open","VF0001","VF OUTLET, INC.","Invoice","101776","78.00",".00","  .00%",".00",".00","78.00","NET 45","AF","02/10/2014","W","PB","","Current"," 45","03/27/2014","","02/14","","","","","","000170","02/20/2014","","","No collection Info","IBRMP0210309","002845","507268","","","101776","G385","","Shipped","02/19/14","CALL TO ROUTE","    24","     4","NONE","78.00","    .00",".00","000045","","","KY","0021","0021",
"834","Open","VF0001","VF OUTLET, INC.","Invoice","101777","144.00",".00","  .00%",".00",".00","144.00","NET 45","AF","02/10/2014","W","PB","","Current"," 45","03/27/2014","","02/14","","","","","","000170","02/20/2014","","","No collection Info","NWSHS0210369","002845","548493","","","101777","G385","","Shipped","02/19/14","CALL TO ROUTE","    24","     4","NONE","144.00","    .00",".00","000045","","","KY","0021","0021",
"835","Open","VF0001","VF OUTLET, INC.","Invoice","101778","78.00",".00","  .00%",".00",".00","78.00","NET 45","AF","02/10/2014","W","PB","","Current"," 45","03/27/2014","","02/14","","","","","","000170","02/20/2014","","","No collection Info","IBRMP0220309","002846","507268","","","101778","G385","","Shipped","02/19/14","CALL TO ROUTE","    24","     4","NONE","78.00","    .00",".00","000045","","","NE","0022","0022",
"836","Open","VF0001","VF OUTLET, INC.","Invoice","101779","144.00",".00","  .00%",".00",".00","144.00","NET 45","AF","02/10/2014","W","PB","","Current"," 45","03/27/2014","","02/14","","","","","","000170","02/20/2014","","","No collection Info","NWSHS0220369","002846","548493","","","101779","G385","","Shipped","02/19/14","CALL TO ROUTE","    24","     4","NONE","144.00","    .00",".00","000045","","","NE","0022","0022",
"837","Open","VF0001","VF OUTLET, INC.","Invoice","101780","39.00",".00","  .00%",".00",".00","39.00","NET 45","AF","02/10/2014","W","PB","","Current"," 45","03/27/2014","","02/14","","","","","","000170","02/20/2014","","","No collection Info","IBRMP0230309","002847","507268","","","101780","G385","","Shipped","02/19/14","CALL TO ROUTE","    12","     2","NONE","39.00","    .00",".00","000045","","","LA","0023","0023",
"838","Open","VF0001","VF OUTLET, INC.","Invoice","101781","72.00",".00","  .00%",".00",".00","72.00","NET 45","AF","02/10/2014","W","PB","","Current"," 45","03/27/2014","","02/14","","","","","","000170","02/20/2014","","","No collection Info","NWSHS0230369","002847","548493","","","101781","G385","","Shipped","02/19/14","CALL TO ROUTE","    12","     2","NONE","72.00","    .00",".00","000045","","","LA","0023","0023",
"839","Open","VF0001","VF OUTLET, INC.","Invoice","101782","78.00",".00","  .00%",".00",".00","78.00","NET 45","AF","02/10/2014","W","PB","","Current"," 45","03/27/2014","","02/14","","","","","","000170","02/20/2014","","","No collection Info","IBRMP0240309","002848","507268","","","101782","G385","","Shipped","02/19/14","CALL TO ROUTE","    24","     4","NONE","78.00","    .00",".00","000045","","","IA","0024","0024",
"840","Open","VF0001","VF OUTLET, INC.","Invoice","101783","72.00",".00","  .00%",".00",".00","72.00","NET 45","AF","02/10/2014","W","PB","","Current"," 45","03/27/2014","","02/14","","","","","","000170","02/20/2014","","","No collection Info","NWSHS0240369","002848","548493","","","101783","G385","","Shipped","02/19/14","CALL TO ROUTE","    12","     2","NONE","72.00","    .00",".00","000045","","","IA","0024","0024",
"841","Open","VF0001","VF OUTLET, INC.","Invoice","101784","78.00",".00","  .00%",".00",".00","78.00","NET 45","AF","02/10/2014","W","PB","","Current"," 45","03/27/2014","","02/14","","","","","","000170","02/20/2014","","","No collection Info","IBRMP0250309","002849","507268","","","101784","G385","","Shipped","02/19/14","CALL TO ROUTE","    24","     4","NONE","78.00","    .00",".00","000045","","","IL","0025","0025",
"842","Open","VF0001","VF OUTLET, INC.","Invoice","101785","144.00",".00","  .00%",".00",".00","144.00","NET 45","AF","02/10/2014","W","PB","","Current"," 45","03/27/2014","","02/14","","","","","","000170","02/20/2014","","","No collection Info","NWSHS0250369","002849","548493","","","101785","G385","","Shipped","02/19/14","CALL TO ROUTE","    24","     4","NONE","144.00","    .00",".00","000045","","","IL","0025","0025",
"843","Open","VF0001","VF OUTLET, INC.","Invoice","101786","78.00",".00","  .00%",".00",".00","78.00","NET 45","AF","02/10/2014","W","PB","","Current"," 45","03/27/2014","","02/14","","","","","","000170","02/20/2014","","","No collection Info","IBRMP0260309","002850","507268","","","101786","G385","","Shipped","02/19/14","CALL TO ROUTE","    24","     4","NONE","78.00","    .00",".00","000045","","","TX","0026","0026",
"844","Open","VF0001","VF OUTLET, INC.","Invoice","101787","144.00",".00","  .00%",".00",".00","144.00","NET 45","AF","02/10/2014","W","PB","","Current"," 45","03/27/2014","","02/14","","","","","","000170","02/20/2014","","","No collection Info","NWSHS0260369","002850","548493","","","101787","G385","","Shipped","02/19/14","CALL TO ROUTE","    24","     4","NONE","144.00","    .00",".00","000045","","","TX","0026","0026",
